Item Number,Item Description,CPT Code,Price
09295,"OT ULTRA SOUND, CONSTANT ATTEND",97035,$103.00 
09296,OT MASSAGE THERAPY,97124,$45.00 
09297,OT HOT/COLD PACKS,,$45.00 
09299,OT APPLY FOREARM SPLINT,29126,$258.00 
09300,OT W/C MANAGEMENT TRAINING,97542,$35.00 
09301,ST NEUROBEHAV. EXAM 1 HR.,96116,$71.00 
09302,ST SPEECH/LANG/HEARING EVAL,92522GN,$167.00 
09303,ST EVAL AUGMENT/ALT COM NON-SP 1 HR,92605,$101.00 
09304,ST EVAL AUGMENT/ALT COM SP DEV 1 HR,92607,$112.00 
09305,ST EVAL AUGMENT/ALT COM SP DEV 30 MI,92608,$22.00 
09306,ST APHASIA EVAL,96105,$128.00 
09307,ST EVAL SWALLOW FUNCTION,92610,$200.00 
09308,ST COGNITIVE SKILLS DEVLOPEMENT,97532,$27.00 
09309,ST SPEECH/LANG/HEARING TX,92507GN,$114.00 
09310,ST TX AUGMENT/ALT COM NON-SP DEVICE,92606,$60.00 
09311,COGNITIVE TESTING PER HR,96125,$112.00 
09312,ST ORAL FUNCTION/ DYSPHAGIA TX,92526,$124.00 
09313,ST SPEECH/LANG/HEAR TX GROUP,92508,$73.00 
09314,ST SOUND AND COMP EVAL,92523,$124.00 
09315,ST EVAL & DYSPHAGIA TREAT,92612,$225.00 
09448,MAXORB EXTRA AG 4 X 8,,$14.00 
09699,APPLY SPLINT FINGER STATIC,29130,$258.00 
09700,VISUAL ACUITY EXAM,99172,$50.00 
09775,REMOVE IMPACTED EAR WX,69210,$154.00 
09776,GASTRIC INTUBATION FOR POISONING,43753,$359.00 
09777,DEFIB;CARDIOVERSION ELECTR;EXT;NO CPR,92960,"$1,303.00 "
09778,DELIVER PLACENTA IN ER,59414,"$4,705.00 "
09779,INDUCTION OF EMESIS,99175,$142.00 
09784,NURS SER EST PT-PRI PAY COUMADIN,99211,$131.00 
09785,ER INC DRAIN ABS BARTHOLINS GLAND,56420,$338.00 
09786,TREAT DISLOCATION SHOULDER,23650,$380.00 
09787,TR FX OF RADIAL SHAFT;CLOSED;WO MANIPULA,25500,$380.00 
09788,TR FRAC SPINE W MANIPULATION W OR WO ANE,22315,$260.00 
09789,TR FRAC SPINE BODY CLOSED W/O MANIPULATN,22310,$260.00 
09790,TR FRAC SPINE PROCESS CLOSED,22305,$380.00 
09791,TR FRACTURE STERNUM CLOSED,21820,$380.00 
09792,TR FRACTURE RIB UNCOMPLICATED (EACH),21800,$380.00 
09793,TR FRACTURE LWR JAW W/O MANIPULATION,21450,$786.00 
09794,TR NOSE FRACTURE W/O MANIPULATION,21310,$264.00 
09796,ARTHROCENTESIS-ASP/INJ MAJOR JOINT/BURSA,20610,$591.00 
09797,ARTHROCENTESIS-ASP/INJ INTERM JOINT/BURS,20605,$591.00 
09798,ARTHROCENTESIS-ASP/INJ SMALL JOINT/BURSA,20600,$591.00 
09799,OP INC DRAIN ABS BARTHOLINS GLAND,56420,$338.00 
09800,ER CL TX SHLD DISLOC W MANIP REQ ANES,23655,$130.00 
09900,NB SP CARE 1HR,99479,$225.00 
09901,NB SP CARE 2-4HRS,99479,$305.00 
09905,NB SP CARE 15 MIN EA ADDL,99479,$106.00 
09909,NB SP CARE OVERNIGHT,99479,$475.00 
09910,MOLECULAR DIAGNOSTICS DIGESTION ENZYMES,83892,$17.00 
09911,MOLECULAR ELECTROPHORISIS,83894,$17.00 
09912,MOLECULAR NUCLEIC AMPLIFICATION EA,83898,$29.00 
09913,GENETIC EXAMINATION,83912,$17.00 
09914,ANTITHROMBIN III DEFICIENCY PROFILE,85300,$100.00 
09915,GLYCOPROTEIN ANTIBODY,86146,$77.00 
09916,ASSAY ACTIVATED PROTEIN C,85307,$64.00 
09917,FIBRINOLYTIC PLASMINOGEN,85420,$24.00 
09918,DILUTE RUSSELL VIPER VENOM TIME,85613,$40.00 
10000,ANES SALIVARY GLAND,00100QZ,$95.00 
11252,YAG LASER 2NDRY CATARACT DISSECTION,66821,"$1,182.00 "
11253,PTERYGIUM EXCISION W GRAFT,65426,"$4,162.00 "
12758,CATHFLO ACTIVASE 2 MG (ALTEPLASE),J2997,$339.00 
12777,WARMING BAIR GOWN,,$40.00 
14485,BRIEF ADULT 3XL BARIBRIEF 65-94,,$13.00 
14486,TELEMETRY POUCH,,$7.00 
16000,ANES NOSE AND SINUSES,00160QZ,$95.00 
16037,NON ROUTINE BLOOD DRAW AGE>3 YRS,36410,$110.00 
16118,SHOULDER RIGHT 4-5 VIEWS,73030TCRT,$221.00 
16140,FEMUR LEFT 1VIEW,73551TCLT,$161.00 
16142,HIP LEFT  4/> VIEWS,73503TCLT,$255.00 
16148,HIP XRAY RIGHT 4/> VIEWS,73503TCRT,$255.00 
16160,FEMUR RIGHT 1VIEW,73551TCRT,$161.00 
16166,SCAPULA RIGHT,73010TCRT,$161.00 
16175,SHOULDER LEFT4-5 VIEWS,73030TCLT,$221.00 
16183,CT UPPER EXT LT WO,73200TCLT,"$1,497.00 "
16193,EXT/LOWER BILAT INFANT MIN 2 VIEWS,73592TC50,$322.00 
16212,CT LOWER EXT W CONT LEFT,73701TCLT,"$2,286.00 "
16241,CT LUMBAR SPINE W/WO CONTRAST,72131TC,"$2,197.00 "
16242,CT ABD/PELVIS WO,74176TC,"$1,497.00 "
16249,CT SINUS OR MAXILLO FACIAL W/WO CONTRAST,70488TC,"$2,560.00 "
16250,CT ORBIT ETC WITH CONTRAST,70481TC,"$2,197.00 "
16280,MRI PELVIS W/WO CONTRAST,72197TC,"$2,560.00 "
16297,MRI SOFT TISSUE NECK W/WO,70543TC,"$3,565.00 "
16299,US EXTREM NON-VAS ANOTOMIC SITE-RIGHT,76882TCRT,$224.00 
16321,US BREAST COMPLT RT,76641RTTC,$234.00 
16323,US EXTREM NON-VAS COMP RIGHT,76881TCRT,$352.00 
16326,US OB TRANSVAGINAL FOR LENGHT ETC,76817TC,$352.00 
16347,HIPS BIL 2 VIEWS ONLY,73521TC,$255.00 
16374,US VENOUS EXT(UPP OR LWR)RIGHT,93971TCRT,$352.00 
16376,US LOWER EXT ARTERIES RIGHT,93926TCRT,$352.00 
16378,US UPPER EXT ARTERIES RIGHT,93931TCRT,$352.00 
16386,"KNEE W/OBL/TUNNEL/PATELLA/STAND,RT",73564TCRT,$161.00 
16387,US ANATOMIC SITE NON VASCULAR,76882TC,$694.00 
16501,LEVEL IV TISSUE EXAM BY PATHOLOGY,88305TC,$104.00 
16502,SUGICAL PATH LEVEL V,88307TC,$165.00 
16503,SUGICAL PATH LEVEL VI,88309TC,$165.00 
16504,DECALCIFY TISSUE,88304TC,$35.00 
16641,FEC OCCULT CA SCREEN UP TO 3 CARDS,82270,$38.00 
16900,UNISIZE BINDER,,$31.00 
16943,"CYTOPATHOLOGY; SMEAR,INTERPRETATION",88104TC,$64.00 
16944,"CYTOPATH, CONCENTRATE TECH",88108TC,$64.00 
16945,"CYTOPATH,SMEAR;OTHER SOURCE",88161TC,$64.00 
16946,"SURG PATH, GROSS",88300TC,$35.00 
16947,TISSUE EXAM BY PATHOLOGIST,88302TC,$64.00 
17000,ANES INTRAORAL (T/A),00170QZ,$95.00 
17177,SPECIAL STAINS GROUP I,88312TC,$35.00 
17178,SPECIAL STAINS GROUP II,88313TC,$64.00 
17179,"PATH CONSULT INTRAOPERATIVE,1 BLOCK",88331TC,$64.00 
17180,"PATH CONSULT INTRAOPERATIVE,ADDITIONAL",88332TC,$35.00 
17181,"INTRAOP CYTOLOGY PATH CONSULT,1",88333TC,$64.00 
17182,"INTRAOP CYTOLOGY PATH CONSULT,2",88334TC,$64.00 
17183,IMMUNOHISTOCHEMISTRY,,$104.00 
17184,IMMUNOHISTOCHEMISTRY ADD STAIN,,$104.00 
17185,TUMOR IMMUNOHISTOCHEM/COMPUTER,88361TC,$165.00 
17274,HIV SCREENING COMINATION ASSAY,87536,$63.00 
17620,NON HEU TC-99M STRESS STUDY DOSE ADD ON,Q9969,$30.00 
17801,BLOOD DRAW FROM PICC/PORT,3659259,$201.00 
17919,"PLATELETS PHERESIS, IRRADIATED,LUEK RED",P9037,"$2,410.83 "
18310,CT LOWER EXT W/WO CONT LEFT,73702TCLT,"$2,286.00 "
18675,CT CERVICAL SPINE W/WO CONTRAST,72127,"$2,197.00 "
18700,NEEDLE FOR INTRAOSSEOUS INFUSION,A4300,$299.00 
18712,INJECTION IV PUSH SAME DRUG EA ADDL PUSH,96376,$130.00 
18716,CT UPPER EXT W/WO RIGHT,73202TCRT,"$2,286.00 "
18777,PICC LINE PLACEMENT AGE > 5 YEARS OF AGE,36569,"$2,113.00 "
18778,DECLOT VASCULAR DEVICE BY THROMBOLYSIS,36593,$457.00 
18779,INSERT NEEDLE FOR INTRAOSSEOUS INFUSION,36680,$133.00 
19003,VEST STYLE BODY HOLDER X-LARGE EXTRA STR,,$32.00 
19008,FOAM HEEL PROTECTOR,,$10.00 
19009,PLEUR EVAC ADULT PED CHEST DRAINAGE UNIT,,$69.50 
19011,DRESSING CHANGE KIT SECUREMENT DRESSING,,$11.00 
19012,DRESSING CHANGE KIT MEDLINE,,$12.00 
19013,24 FR STRAIGHT THORACIC CATHETER,,$19.00 
19014,32 FR STRAIGHT THORACIC CATHETER,,$19.00 
19015,36 FR STRAIGHT THORACIC CATHETER,,$19.00 
19016,22 GA X 1 1/2  PEDIATRIC/INFANT LUMBAR P,,$33.00 
19017,ADULT LUMBAR PUNCTURE TRAY,,$27.00 
19018,PEDIATRIC LUMBAR PUNCTURE TRAY,,$23.00 
19019,CRUTCH ADULT TALL 5'10 - 6'6,,$33.00 
19020,FEMALE CATH KIT,C1729,$43.71 
19033,16 FR TWO WAY COUDE FOLEY CATH,,$16.00 
19048,STAPLER SKIN PROXIMATE PLUS MD REG 35,,$16.00 
19052,9  3 PANEL ABDOMINAL BINDER (45 TO 62),,$27.30 
19055,28 FR STRAIGHT THORACIC CATHETER,,$19.00 
21252,PTERYGIUM EXCISION W GRAFT,65426,"$2,765.00 "
26140,FEMUR LEFT 2/>VIEW,73552TCLT,$161.00 
26160,FEMUR RIGHT 2/>VIEW,73552TCRT,$161.00 
26183,CT UPPER EXT RT WO,73200TCRT,"$1,497.00 "
26250,CT ORBIT W/WO CONTR,70482TC,"$2,597.00 "
26321,US BREAST COMP LT ONLY,76641TCLT,$234.00 
26347,HIPS BIL 5 OR MORE VIEWS,73523TC,$486.00 
31252,REPOSITION DISLOC IOL,66825,"$2,765.00 "
41797,DIAPERS SIZE NEWBORN,,$2.00 
41798,DIAPERS SIZE 1,,$2.00 
41799,DIAPERS SIZE 2,,$2.00 
42511,PAMPERS EACH,,$3.00 
42544,MAXI PADS EACH,,$2.00 
43501,KNEE SUPPORT MEDIUM,,$96.00 
43502,KNEE SUPPORT LARGE,,$96.00 
44155,ICE BAGS,,$12.00 
46014,SLIPPER SOCKS,,$5.00 
50000,ANES GASTROSCOPE,00500QZ,$95.00 
50200,TOOTHPASTE,,$2.00 
50520,CATH THORACIC 36 FR,,$22.00 
50521,CATH THORACIC 40 FR,,$22.00 
50630,BODY WEDGE,,$57.00 
53200,ANES VASCULAR ACCESS,00532QZ,$95.00 
60000,ANESTHESIA UNIT,,$95.00 
63000,ANES LUMBAR NOS,00630QZ,$95.00 
64000,ANES MANIPULATION SPINE,00640QZ,$95.00 
66254,CT ABDO W CONTRAST,74160TC,"$1,497.00 "
66321,US BREAST LTD LT,76642TCLT,$234.00 
67700,DRAIN ABSCESS EYELID,67700,$575.00 
70146,INVALID RING,,$6.00 
74000,ANES UPPER GASTRO ENDOSCOPY,00740QZ,$95.00 
76010,BABY GRAM/XRAY NOSE-RECTM;SINGLE;FOR BOD,76010,$161.00 
78607,CT SPIRAL PE 3D STUDY,75574TC,"$2,286.00 "
78608,OPTIFOAM NON-ADHESIVE FOAM DRESSING,,$9.75 
80000,ANES LOWER ABDOMEN,00800QZ,$95.00 
80328,EMESIS BAG,,$3.00 
86001,COFLEX 1,,$8.00 
86002,COFLEX 2,,$8.00 
86003,COFLEX 3,,$8.00 
95001,LOTION HAND AND BODY,,$2.00 
95018,BABY LOTION,,$3.00 
95020,SHAMPOO,,$3.00 
95021,BABY BRUSH SET,,$3.00 
95042,BABY BATH,,$3.00 
95990,REFILL/MAINTENANCE CHEMO PORT,95990,$75.00 
97162,PT EVAL MODERATE,97162,$231.00 
97163,PT EVAL HIGH,97163,$231.00 
97166,OT EVAL MODERATE,97166,$231.00 
97167,OT EVAL HIGH,97167,$231.00 
98000,INJECTION INTRA-ARTERIAL(INC INTO HEPLCK,96373,$122.00 
98001,INJECTION IV PUSH INITIAL DRUG/SUBSTANCE,96374,$130.00 
98002,INS TUNNELED CENT VENOUS CATH,36558,"$5,925.00 "
98003,INSERT NON-TUNNEL CENTRAL VEN CATH>5 YRS,3655659,"$2,631.00 "
98004,REMOVAL OF CENT LINE W/O PORT,36589,"$1,093.00 "
98005,OP PARACENTESIS WO IMAGING GUIDANCE,49082,"$1,269.00 "
98006,THORACENTESIS WO IMAGING,32554,"$1,269.00 "
98007,THORACOSTOMY-CHEST TUBE-ABSCESS,32551,"$1,269.00 "
98008,SPINAL PUNC DRAIN CEREBRAL FLUID,62272,$868.00 
98009,EPIDURAL BLOOD PATCH,62273,$868.00 
98010,OP INCISION / DRAINAGE SIMPLE-SUBCU,10060,$336.00 
98011,OP I/D W COMPLICATION  (IE PACKING),10061,$336.00 
98012,OP INC/DRAINAGE OF HEMOATOMA COMPLICATED,10140,"$2,995.00 "
98013,INC/DRAIN COMPLEX POST-OP WOUND INFECTN,10180,"$4,611.00 "
98014,DEBRIDEMENT PARTIAL INITIAL 20 SQ CM,97597,$361.00 
98015,OP DEBRIDEMENT SKIN FULL THICKNESS,97597,$361.00 
98016,DEBRIDEMENT SKIN AND SUBCUT TISSUE,11042,$649.00 
98017,DEBRIDEMENT TISSUE/MUSCLE,11043,$649.00 
98018,TRIGGER PT INJ,20552,$591.00 
98019,PARACENTESIS  W IMAGING GUIDANCE,49083,$286.00 
98020,INJ THERAPY TENDON SHEATH,20550,$591.00 
98021,TRIGGER PT INJ =/>3 MUSCL,20553,$591.00 
98022,"INJ THERAPY CARPAL TUNNEL (ANES,STEROID,",20526,$591.00 
98024,I/D PERINEAL ABSCESS OP,56405,$714.00 
98812,INJECTION SEQ IV PUSH NEW DRUG,96375,$130.00 
99010,I/D W COMPLICATION  (IE PACKING),10061,$336.00 
99200,PORT REPLACED(CATHETER),36578,"$5,925.00 "
99201,"OP DR SER NEW PT,NOT OR NOT ER",99201,$75.00 
99208,ADMIN PNEUMOCOCCAL VACC,90471,$90.00 
99209,ADMIN FLU VACCINE,90471,$73.00 
99210,DEBRIDMENT/DRESS CHG;NONSEL;WO ANES,97602,$197.00 
99211,IV PUMP DRUG UP TO 1HOUR,96365,$463.00 
99212,OP INJ IM/SQ,96372,$90.00 
99213,IV HYDRATION UP TO 1HR,96360,$265.00 
99214,CLEAN PORT ONLY-IF NO INJECT OR INFUSION,96523,$144.00 
99215,INSERT URINARY CATHETER-FOLEY,51702,$154.00 
99216,INSERT URINARY CATHETER-NON-INDWELLING,51701,$154.00 
99323,IV DRUG INF ADDL SEQ DRUG UP TO 1 HR,96367,$130.00 
99333,LUMBAR PUNC DIAGNOSTIC-TX ROOM,62270,$868.00 
99810,ANES LOWER ABDOMEN,00810QX,$95.00 
116306,US PELVIS TRANSAB LIMITED,76857TC,$576.00 
116321,US BREAST COMPLT LT,76641LTTC,$234.00 
116394,US AAA SCREEN MEDICARE,76706TC,$694.00 
136000,TOOTHBRUSH,,$2.00 
139000,ANES KNEE AREA PROCEDURE,01390QZ,$95.00 
160209,HOSE/TED ESTRA LARGE,,$35.00 
166321,US BREAST COMPLT(UNILATERAL),76641TC,$338.00 
169454,"CYTOPATH, SMEAR; OTHER SOURCE",88161TC,$64.00 
200017,ADMISSION KIT/PEDIATRIC,,$18.00 
200250,THERMOMETER /ORAL,,$4.00 
200251,THERMOMETER /RECTAL,,$4.00 
200302,SYRINGE 60CC CATH TIP,,$5.00 
200514,TELFA 3X8,,$4.00 
200592,GLOVE SINGLE STERILE LARGE,,$7.00 
211252,CATARACT COMPLEX W I/O LENS IMPLANT,66982,"$4,392.00 "
220038,TED HOSE TH XL/LG,,$35.00 
220041,CATH TRAY 18 FR FOLEY,,$16.00 
220060,GLOVE SINGLE STERILE MEDIUM,,$7.00 
240069,CRUTCHES ALUM ADULT 5'2 - 5'10,,$33.00 
240081,CATH FOLEY COUDE 16FR,,$25.00 
240086,CRUTCHES YOUTH 4'6 - 5'2,,$34.00 
240111,DIAPERS SIZE 4,,$2.00 
240130,STOCKING ELASTIC KNEE HI,,$35.00 
240132,STOCKING ELASTIC THI-HI SM/REG,,$35.00 
240133,STOCKING ELASTIC KNE-HI LG/REG,,$35.00 
240134,STOCKING ELASTIC THI-HI MD/LNG,,$35.00 
240136,STOCKING ELASTIC THI-HI MD/SHT,,$35.00 
240138,ENEMA MINERAL OIL ADULT,,$8.00 
240141,STOCKING ELASTIC THI-HI LG/SHT,,$35.00 
240142,STOCKING ELASTIC THI-HI MD/REG,,$35.00 
240143,STOCKING ELASTIC THI-HI L/LG,,$35.00 
240147,STOCKING ELASTIC THI-HI SM/LG,,$35.00 
240161,CATH FOLEY 20 FR,,$11.00 
240174,CATH FOLEY10 FR,,$11.00 
240178,CATH FOLEY 14 FR,,$11.00 
240180,CATH FOLEY COUDE 18 FR,,$27.00 
240182,CATH FOLEY 18 FR,,$11.00 
240183,CATH FOLEY 8FR,,$11.00 
240185,CATH FOLEY 16 FR,,$11.00 
240289,TRAY LUMBAR PUNCTURE,,$75.00 
240314,TRAP MUCOUS SPECIMEN 40CC STER,,$7.00 
240462,TUBE SALEM SUMP 16FR W/ANTIFLU,,$14.00 
240493,SUCTION CATH 10 FR,,$35.00 
240519,TUBE STOMACH 48  18 FR,,$7.00 
240520,TUBE STOMACH 48  16 FR,,$7.00 
240567,RESTRAINT VEST MEDIUM,,$43.00 
240569,RESTRAINT VEST LARGE,,$43.00 
240886,CATH TROCAR 28 FR,,$22.00 
240887,CATH TROCAR 20 FR,,$22.00 
240888,CATH TROCAR 32 FR,,$22.00 
240889,CATH TROCAR 24 FR,,$22.00 
332211,NO RINSE SHAMPOO CAP,,$12.00 
442211,SOAP/BAR,,$2.00 
777777,TRIAL VENIPUNCTURE,36415,$15.00 
997919,CORRECT BLOOD UNITS PRIOR TO 2/1/10,,$474.70 
1001128,THORACENTESIS WITH IMAGING,32555,$228.00 
1004337,THORACENTESIS WITH IMAGING,32554,"$1,269.00 "
1006319,US THYROID,76536TC,$352.00 
1009278,PT SELECTIVE DEBRIDE EA ADDL 20 SQCM/<,97597,$61.00 
2805052,NASONEX SPRAY 0.05MG/INH,,$0.33 
2805054,NF-EYE SCRUB PAD *,,$0.01 
2805057,NF-DROXIA CAP 400MG *,,$0.02 
2805060,VIMPAT 150MG TABLET,,$0.35 
2805064,NF-XIGDUO XR TABLET ER 10MG-1000MG *,,$0.34 
2805068,NF-BYDUREON PEN SUBQ PWD ER 2MG *,,$3.74 
2805069,NF-UROXATRAL TAB ER 10MG,,$0.10 
2805071,NF-CRESTOR TAB 10MG*,,$0.21 
2805072,NF-ABIRATERONE 500MG *,,$3.76 
2805073,ZITHROMAX 100MG/5ML SUSP,,$0.35 
2805074,NF-TUBERCULIN ID SOLN 5TU/0.1ML *,,$20.00 
2805076,NF-MORPHINE SULF INJECTION SOLUTION 4MG,,$0.05 
2805079,SPIRIVA INHALER,,$0.18 
2805080,FLEET ENEMA,,$3.00 
2805083,"NF OMEGA-3 FISH OIL 1,000MG/300MG*",,$5.00 
2805084,VITAMIN B-12 500MCG,,$3.00 
2805088,SIMETHICONE 80MG CHEWABLE TAB,,$3.00 
2805089,MELATONIN 3 MG TABLET,,$3.00 
2805094,Victoza Sub-Q Solution 6MG/1ML,,$2.00 
2805095,NITROSTAT 0.4MG TABLET SL,,$4.00 
2805096,NF-ATORVASTATIN CALCIUM ORAL TAB 10MG*,,$0.08 
2805097,PREVACID CAP DR 30MG,,$0.43 
2805098,NF-EXFORGE HCT TABLET*,,$0.18 
2805099,CARDURA 8MG TAB,,$0.11 
2805100,NF-ANORO ELLIPTA INH PWD 62.5MCG-25MCG*,,$0.14 
2805104,NF-BELSOMRA ORAL TABLET 20MG*,,$0.25 
2805110,PULMICORT FLEX INH/NEB PWD 180MCG/1AC,,$3.76 
2805111,NF-UMECLIDINIUM INH PWD 62.5MCG/1ACT,,$0.26 
2805114,ROSUVASTATIN CALCIUM ORAL TAB 20MG,,$0.18 
2805115,ROSUVASTATIN CALCIUM 10MG TAB *,,$0.18 
2805116,NF-Budesonide Powder*,,$9.00 
2805118,NF-ENTRESTO TAB 24MG-26MG*,,$0.17 
2805123,NF-PROTONIX TAB EC 20MG*,,$0.31 
2805124,NF-LANTUS SUBQ SOLN 100U/1ML,,$0.60 
2805126,TRULICITY SUBQ SOLN 0.75MG/0.5ML,,$8.11 
2805128,NF-Striverdi Respimat Inh Spray 2.5MCG/1,,$1.00 
2805129,NF-LISINOPRIL /HCTZ TABLET 20MG-12.5MG,,$0.02 
2805130,LISINOPRIL/HCTZ 10MG-12.5MG,,$0.03 
2805131,BUTALB-ACETAMIN-CAFF 50-325-40,,$0.07 
2805135,NF-Toujeo Subcutaneous Solution 300U/1ML,,$1.00 
2805144,NF-DEPO-PROVERA CONTRACE INJECTION 150MG,,$2.10 
2805145,TOUJEO SUBQ SOLN 300U/1ML,,$1.79 
2805146,NF-VOLTAREN GEL 1%,,$0.01 
2805147,NF-DULERA INH AER PWD 5MCG-200MCG/ACT*,,$0.54 
2805150,XELJANZ TAB 5MG,,$1.52 
2805151,UNISOM TABLET 25MG,,$0.01 
2805152,NF-CLORAZEPATE DIPOTASSIUM TAB 3.75MG,,$0.01 
2805157,NF-AZELASTINE HCL NASAL SPRAY 137MCG/1AC,,$0.07 
2805160,NF-TRESIBA SUBCUTANEOUS SOLUTION 200U/1M,,$1.42 
2805161,NF-TRESIBA SUBCUTANEOUS SOLUTION 200U/1M,,$1.42 
2805164,NF-HUMALOG INJECTION 100U/ML,,$0.82 
2805167,NF-Adcirca Oral Tablet 20MG*,,$1.00 
2805168,NF-Letairis Oral Tablet 10MG,,$7.00 
2805174,NF-XIFAXAN ORAL TABLET 550MG,,$0.80 
2805177,NF-Combivent Inhalation Spray*,,$2.00 
2805180,PRADAXA CAP 150MG,,$0.15 
2805181,RESTORIL CAPSULE 7.5MG,,$0.03 
2805182,VOLTAREN GEL TOPICAL GEL 1%,,$0.05 
2805183,NF-ATORVASTATIN CALCIUM ORAL TAB 80MG,,$0.12 
2805184,NF-BRILINTA ORAL TABLET 90MG,,$0.13 
2805189,NF-DAPSONE ORAL TABLET 100MG,,$0.08 
2805190,NF-ATORVASTATIN CALCIUM ORAL TAB 80MG,,$0.12 
2805191,LISINOPRIL/HCTZ TAB 20MG-25MG,,$0.02 
2805192,NF-FLORAJEN3 ORAL CAPSULE,,$0.01 
2805201,NEXIUM 24HR CAP DR 20MG,,$0.01 
2805203,PRAZOSIN HCL CAP 2MG,,$0.02 
2805205,NF-MULTIVITAMIN AND MINERALS CAP,,$0.18 
2805206,APLISOL INJECTION 5TU/0.1ML,,$0.49 
2805207,NF-DIGOXIN ORAL TABLET 0.125MG,,$0.04 
2805209,METHOTREXATE INJECTION SOLUTION 25MG/,,$0.05 
2805213,ADDERALL ORAL TAB 20MG,,$0.07 
2805215,NF-COMBIGAN OPHTH SOLN 0.2%-0.5%,,$0.71 
2805219,NF-PACERONE TAB 200MG,,$0.15 
2805221,NF-HUMALOG INJECTION 100U/ML,,$0.82 
2805223,NF-LACRI-LUBE S.O.P. OPHTH OINTMENT,,$0.03 
2805233,NF-LIPITOR ORAL TABLET 20MG,,$0.10 
2805237,NF-Tresiba Subcutaneous Solution 200U/1M,,$1.00 
2805239,Tresiba Subcutaneous Solution 200U/1M,,$1.00 
2805241,NF-BUSPIRONE HCL ORAL TABLET 7.5MG,,$0.02 
2805244,NF-LATANOPROST OPHTH SOLN 0.005%,,$0.92 
2805245,NF-LORCASERIN HYDROCHLORIDE TAB 10MG,,$0.10 
2805247,NF-ACCOLATE ORAL TABLET 20MG,,$0.04 
2805250,NF-ZOCOR ORAL TABLET 40MG,,$0.19 
2805251,MYRBETRIQ ORAL TABLET 50MG(pt med),,$0.26 
2805252,NF-METHOTREXATE INJECTION SOLUTION 25MG/,,$0.02 
2805254,NF-CORTEF ORAL TABLET 5MG,,$0.02 
2805257,NF-APTIOM ORAL TABLET 800MG,,$0.67 
2805260,NF-MIDODRINE HCL TABLET 10MG,,$0.10 
2805271,NF-FUSION PLUS ORAL CAPSULE,,$0.02 
2805273,NF-ALYACEN 1/35 ORAL TAB,,$0.02 
2805274,ATORVASTATIN CALCIUM ORAL TAB 40MG,,$0.12 
2805275,LIPITOR ORAL TABLET 40MG,,$0.31 
2805282,NF-ESGIC CAP 50MG-325MG-40MG,,$0.04 
2805283,NF-FIORICET ORAL CAPSULE 300MG-50MG-40MG,,$0.11 
2805284,NF-FIORINAL CAP 50MG-325MG-40MG,,$0.02 
2805290,NF-Humira Subcutaneous Solution 40MG/0.8,,$53.00 
2805295,NF-XALATAN OPHTH SOLN 0.005%,,$0.30 
2805296,NF-COSOPT OCUMETER PLUS OPHTH SOLUTION,,$0.31 
2805298,NF-OPCON-A ALLERGY OPHTH SOLN 0.027%-0.3,,$0.11 
2805304,NF-IVERMECTIN ORAL TABLET 3MG,,$0.10 
2805307,NF-PERMETHRIN CREAM 5%,,$0.04 
2805309,NF-RIZATRIPTAN BENZOATE DISINTEGRATING T,,$0.88 
2805310,MITIGARE CAP 0.6MG,,$0.14 
2805317,INVEGA SUSTENNA IM SUSP ER 234MG,,$38.16 
2805323,Relistor SubQ Soln 12MG/0.6ML,,$4.00 
2805326,NF-ENEMA BOTTLE LUBRICATED DEVICE,,$14.51 
2805327,NF-PREZCOBIX ORAL TABLET 150MG-800MG,,$1.34 
2805328,NF-DESCOVY TAB 200MG-25MG,,$1.25 
2805329,NF-SMZ/TMP DS ORAL TABLET 800MG-160MG,,$0.03 
2805330,NF-VALGANCICLOVIR HCL ORAL TABLET 450MG,,$1.29 
2805331,NF-OLANZAPINE DISINTEGRATING TAB 10MG,,$0.56 
2805338,GLUCOSAMINE & CHONDR CAP 500MG-400MG,,$0.01 
2805343,NF-XEROFORM NON-OCCLUSIVE OIL EMULSIONPA,,$0.02 
2805344,ADVAIR DISKUS 500/50 DISK,,$0.13 
2805345,NF-DALIRESP ORAL TABLET 500MCG,,$0.21 
2805351,SENSIPAR ORAL TABLET 30MG,,$0.25 
2805353,NF-VITAMIN B12 ORAL TABLET 100MCG,,$0.01 
2805361,Lumigan Ophth Solution 0.01%,,$1.00 
2805366,Combivent Respimat Inhalation Spray,,$2.00 
2805367,Combivent Respimat Inhalation Spray,,$2.00 
2805369,NF-DITROPAN XL TAB ER 10MG,,$0.09 
2805371,NF-DUONEB INH/NEB SOLN 3MG/3ML-0.5MG/3ML,,$0.02 
2805372,NF-LOVAZA LIQ CAP 1GM,,$0.04 
2805374,NF-LOVAZA LIQ CAP 1GM,,$0.04 
2805375,NF-AZITHROMYCIN ORAL TABLET 250MG,,$0.18 
2805385,NF-NAMENDA XR CAP ER 28MG,,$0.31 
2805386,NF-HUMALOG MIX 75/25 INJECTION,,$0.55 
2805387,NF-ERYTHROMYCIN OPHTH OINT 5MG/1GM,,$0.24 
2805388,NF-ADVAIR HFA 115/21 INH AER 115MCG-21MC,,$0.72 
2805389,NF-MICARDIS HCT TAB 80MG-12.5MG,,$0.15 
2805390,NF-PHENYTOIN ORAL CAP ER 100MG,,$0.01 
