CDM Item Number,Revenue Code,Service ID,Service Description,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,Payer Negotiated Charge: BCBS of AL,Payer Negotiated Charge: Cigna ,Payer Negotiated Charge: Cigna Medicare Adv,Payer Negotiated Charge: Simpra Advantage Inc MCR Adv (Plan: All),Payer Negotiated Charge: Tricare ,Payer Negotiated Charge: United Healthcare,Payer Negotiated Charge: VIVA,
5799231,960,99231,DR MAXWELL IP DAILY VISIT LEVEL 1,60,30,22.2,30,22.2,28.2,24,24,28.2,28.2,24,
5799232,960,99232,DR MAXWELL IP DAILY VISIT LEVEL 2,93,46.5,34.41,46.5,34.41,43.71,37.2,37.2,43.71,43.71,37.2,
5799233,960,99233,DR MAXWELL IP DAILY VISIT LEVEL 3,132,66,48.84,66,48.84,62.04,52.8,52.8,62.04,62.04,52.8,
5799239,960,99239,DR MAXWELL IP DC MORE THAN 30 MIN,109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
5799238,960,99238,DR MAXWELL IP DISCHARG 30 MIN OR LESS,109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
5799217,960,99217,DR MAXWELL OBS CARE DISCHARGE DAY,170,85,62.9,85,62.9,79.9,68,68,79.9,79.9,68,
5799224,960,99224,DR MAXWELL OBS DAILY VISIT LEVEL 1,50,25,18.5,25,18.5,23.5,20,20,23.5,23.5,20,
5799225,960,99225,DR MAXWELL OBS DAILY VISIT LEVEL 2,83,41.5,30.71,41.5,30.71,39.01,33.2,33.2,39.01,39.01,33.2,
5799226,960,99226,DR MAXWELL OBS DAILY VISIT LEVEL 3,121,60.5,44.77,60.5,44.77,56.87,48.4,48.4,56.87,56.87,48.4,
5799235,960,99235,DR MAXWELL SAME DAY ADMIT & DC LV 2,227,113.5,83.99,113.5,83.99,106.69,90.8,90.8,106.69,106.69,90.8,
5799236,960,99236,DR MAXWELL SAME DAY ADMIT & DC LV 3,255,127.5,94.35,127.5,94.35,119.85,102,102,119.85,119.85,102,
5799234,960,99234,DR MAXWELL SAME DAY ADMIT & DISCHARGE,180,90,66.6,90,66.6,84.6,72,72,84.6,84.6,72,
8099223,960,99223,DR PATEL H&P LEVEL 3,252,126,93.24,126,93.24,118.44,100.8,100.8,118.44,118.44,100.8,
8099220,960,99220,DR PATEL INITIAL OBS CARE LEVEL 3,205,102.5,75.85,102.5,75.85,96.35,82,82,96.35,96.35,82,
8099232,960,99232,DR PATEL IP DAILY VISIT LEVEL 2,93,46.5,34.41,46.5,34.41,43.71,37.2,37.2,43.71,43.71,37.2,
8099233,960,99233,DR PATEL IP DAILY VISIT LEVEL 3,132,66,48.84,66,48.84,62.04,52.8,52.8,62.04,62.04,52.8,
8099239,960,99239,DR PATEL IP DC MORE THAN 30 MIN,109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
8099238,960,99238,DR PATEL IP DISCHARG 30 MIN OR LESS,109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
8099217,960,99217,DR PATEL OBS CARE DISCHARGE DAY,205,102.5,75.85,102.5,75.85,96.35,82,82,96.35,96.35,82,
8099226,960,99226,DR PATEL OBS DAILY VISIT LEVEL 3,121,60.5,44.77,60.5,44.77,56.87,48.4,48.4,56.87,56.87,48.4,
8099235,960,99235,DR PATEL SAME DAY ADMIT & DC LV 2,227,113.5,83.99,113.5,83.99,106.69,90.8,90.8,106.69,106.69,90.8,
8099236,960,99236,DR PATEL SAME DAY ADMIT & DC LV 3,255,127.5,94.35,127.5,94.35,119.85,102,102,119.85,119.85,102,
7999292,960,99292,DR RUSSELL CRIT CARE EA  ADDIT 30 MIN,121,60.5,44.77,60.5,44.77,56.87,48.4,48.4,56.87,56.87,48.4,
7999291,960,99291,DR RUSSELL CRITICAL CARE,361,180.5,133.57,180.5,133.57,169.67,144.4,144.4,169.67,169.67,144.4,
7999221,960,99221,DR RUSSELL H&P LEVEL 1,104,52,38.48,52,38.48,48.88,41.6,41.6,48.88,48.88,41.6,
7999222,960,99222,DR RUSSELL H&P LEVEL 2,173,86.5,64.01,86.5,64.01,81.31,69.2,69.2,81.31,81.31,69.2,
7999223,960,99223,DR RUSSELL H&P LEVEL 3,252,126,93.24,126,93.24,118.44,100.8,100.8,118.44,118.44,100.8,
7999218,960,99218,DR RUSSELL INITIAL OBS CARE LEVEL 1,109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
7999219,960,99219,DR RUSSELL INITIAL OBS CARE LEVEL 2,158,79,58.46,79,58.46,74.26,63.2,63.2,74.26,74.26,63.2,
7999220,960,99220,DR RUSSELL INT OBS LVL 3,186,93,68.82,93,68.82,87.42,74.4,74.4,87.42,87.42,74.4,
7999231,960,99231,DR RUSSELL IP DAILY VISIT LEVEL 1,60,30,22.2,30,22.2,28.2,24,24,28.2,28.2,24,
7999232,960,99232,DR RUSSELL IP DAILY VISIT LEVEL 2,93,46.5,34.41,46.5,34.41,43.71,37.2,37.2,43.71,43.71,37.2,
7999233,960,99233,DR RUSSELL IP DAILY VISIT LEVEL 3,132,66,48.84,66,48.84,62.04,52.8,52.8,62.04,62.04,52.8,
7999239,960,99239,DR RUSSELL IP DC MORE THAN 30 MIN,109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
7999238,960,99238,DR RUSSELL IP DISCHARG 30 MIN OR LESS,109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
7999217,960,99217,DR RUSSELL OBS CARE DISCHARGE DAY,205,102.5,75.85,102.5,75.85,96.35,82,82,96.35,96.35,82,
7999224,960,99224,DR RUSSELL OBS DAILY VISIT LEVEL 1,50,25,18.5,25,18.5,23.5,20,20,23.5,23.5,20,
7999225,960,99225,DR RUSSELL OBS DAILY VISIT LEVEL 2,83,41.5,30.71,41.5,30.71,39.01,33.2,33.2,39.01,39.01,33.2,
7999226,960,99226,DR RUSSELL OBS DAILY VISIT LEVEL 3,121,60.5,44.77,60.5,44.77,56.87,48.4,48.4,56.87,56.87,48.4,
7999235,960,99235,DR RUSSELL SAME DAY ADMIT & DC LV 2,227,113.5,83.99,113.5,83.99,106.69,90.8,90.8,106.69,106.69,90.8,
7999236,960,99236,DR RUSSELL SAME DAY ADMIT & DC LV 3,255,127.5,94.35,127.5,94.35,119.85,102,102,119.85,119.85,102,
7999234,960,99234,DR RUSSELL SAME DAY ADMIT & DISCHARGE,180,90,66.6,90,66.6,84.6,72,72,84.6,84.6,72,
8899233,960,99233,DR TEMULL IP DAILY VISIT LEVEL 3,132,66,48.84,66,48.84,62.04,52.8,52.8,62.04,62.04,52.8,
8899238,960,99238,DR TEMULL IP DISCHARG 30 MIN OR LESS,109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
8899217,960,99217,DR TEMULL OBS CARE DISCHARGE DAY,205,102.5,75.85,102.5,75.85,96.35,82,82,96.35,96.35,82,
8899226,960,99226,DR TEMULL OBS DAILY VISIT LEVEL 3,121,60.5,44.77,60.5,44.77,56.87,48.4,48.4,56.87,56.87,48.4,
8899235,960,99235,DR TEMULL SAME DAY ADMIT & DC LV 2,227,113.5,83.99,113.5,83.99,106.69,90.8,90.8,106.69,106.69,90.8,
8899236,960,99236,DR TEMULL SAME DAY ADMIT & DC LV 3,255,127.5,94.35,127.5,94.35,119.85,102,102,119.85,119.85,102,
1399292,960,99292,EACH ADDTL. 30 MIN. X,228,114,84.36,114,84.36,107.16,91.2,91.2,107.16,107.16,91.2,
1324600,960,24600,ELBOW,339,169.5,125.43,169.5,125.43,159.33,135.6,135.6,159.33,159.33,135.6,
1324605,960,24605,ELBOW W/ANESTHESIA,418,209,154.66,209,154.66,196.46,167.2,167.2,196.46,196.46,167.2,
1365210,960,65210,EMBEDDED FB CONJ/SCLERA,72,36,26.64,36,26.64,33.84,28.8,28.8,33.84,33.84,28.8,
1359410,960,59409,EMERG VAG. DELIVERY,1461,730.5,540.57,730.5,540.57,686.67,584.4,584.4,686.67,686.67,584.4,
1399288,960,99288,EMS DIRECTION,49,24.5,18.13,24.5,18.13,23.03,19.6,19.6,23.03,23.03,19.6,
1331500,960,31500,ENDOTRACHEAL INTUBATION,196,98,72.52,98,72.52,92.12,78.4,78.4,92.12,92.12,78.4,
1324560,960,24560,EPICONDYLAR - CLOSED - W/O MANIP,274,137,101.38,137,101.38,128.78,109.6,109.6,128.78,128.78,109.6,
8685042,960,,ER DR CHG B,57,28.5,21.09,28.5,21.09,26.79,22.8,22.8,26.79,26.79,22.8,
8685125,960,99285,ER DR CHG C,308,154,113.96,154,113.96,144.76,123.2,123.2,144.76,144.76,123.2,
8685117,960,99284,ER DR CHG E,224,112,82.88,112,82.88,105.28,89.6,89.6,105.28,105.28,89.6,
8685109,960,99283,ER DR CHG I,138,69,51.06,69,51.06,64.86,55.2,55.2,64.86,64.86,55.2,
8685091,960,99282,ER DR CHG L,87,43.5,32.19,43.5,32.19,40.89,34.8,34.8,40.89,40.89,34.8,
8685133,960,,ER DR CHG P,16,8,5.92,8,5.92,7.52,6.4,6.4,7.52,7.52,6.4,
1336000,960,36000,ESTABLISH IV LINE,33,16.5,12.21,16.5,12.21,15.51,13.2,13.2,15.51,15.51,13.2,
1311740,960,11740,EVAC. SUBUNG. HEMATOMA,43,21.5,15.91,21.5,15.91,20.21,17.2,17.2,20.21,20.21,17.2,
5864664,960,94664,EVAL USE OF INHALER-BHASIN,22,11,8.14,11,8.14,10.34,8.8,8.8,10.34,10.34,8.8,
5694664,960,94664,EVAL USE OF INHALER-WIDHANI,22,11,8.14,11,8.14,10.34,8.8,8.8,10.34,10.34,8.8,
1311750,960,11750,EXCISE NAIL PERMANENT,216,108,79.92,108,79.92,101.52,86.4,86.4,101.52,101.52,86.4,
1346320,960,46230,EXCISE THROMB HEMORRHOID,128,64,47.36,64,47.36,60.16,51.2,51.2,60.16,60.16,51.2,
1326410,960,26410,EXTENSOR-DORSAL HAND,442,221,163.54,221,163.54,207.74,176.8,176.8,207.74,207.74,176.8,
1326418,960,26418,EXTENSOR-FINGER,442,221,163.54,221,163.54,207.74,176.8,176.8,207.74,207.74,176.8,
1499282,960,99282,EYE EXAM W/CORNEAL ABR,76,38,28.12,38,28.12,35.72,30.4,30.4,35.72,35.72,30.4,
1328192,960,28192,FB FOOT - DEEP,360,180,133.2,180,133.2,169.2,144,144,169.2,169.2,144,
1328190,960,28190,FB FOOT - SIMPLE,134,67,49.58,67,49.58,62.98,53.6,53.6,62.98,62.98,53.6,
1320525,960,20525,FB MUSCLE - DEEP OR COMPLICATED,312,156,115.44,156,115.44,146.64,124.8,124.8,146.64,146.64,124.8,
1320520,960,20520,FB MUSCLE - SIMPLE,140,70,51.8,70,51.8,65.8,56,56,65.8,65.8,56,
1310120,960,10120,FB REMOVAL SUBZ - SIMPLE,93,46.5,34.41,46.5,34.41,43.71,37.2,37.2,43.71,43.71,37.2,
1326011,960,26011,FELON,212,106,78.44,106,78.44,99.64,84.8,84.8,99.64,99.64,84.8,
1327500,960,27500,FEMORAL SHAFT,622,311,230.14,311,230.14,292.34,248.8,248.8,292.34,292.34,248.8,
1326770,960,26770,FINGER IP,202,101,74.74,101,74.74,94.94,80.8,80.8,94.94,94.94,80.8,
1326700,960,26700,FINGER MCP,245,122.5,90.65,122.5,90.65,115.15,98,98,115.15,115.15,98,
5800000,960,G0008,FLU ADMIN BHASIN-MEDICARE,29,14.5,10.73,14.5,10.73,13.63,11.6,11.6,13.63,13.63,11.6,
5600000,960,G0008,FLU ADMIN WIDHANI-MEDICARE,29,14.5,10.73,14.5,10.73,13.63,11.6,11.6,13.63,13.63,11.6,
1391105,960,43753,GASTRIC INTUB/LAVAGE,49,24.5,18.13,24.5,18.13,23.03,19.6,19.6,23.03,23.03,19.6,
1328500,960,28505,GERAT TOE - OPEN,351,175.5,129.87,175.5,129.87,164.97,140.4,140.4,164.97,164.97,140.4,
5882947,960,82947,GLUCOSE BHASIN,15,7.5,5.55,7.5,5.55,7.05,6,6,7.05,7.05,6,
5682947,960,82947,GLUCOSE WIDHANI,15,7.5,5.55,7.5,5.55,7.05,6,6,7.05,7.05,6,
1328490,960,28490,GREAT TOE - CLOSED,108,54,39.96,54,39.96,50.76,43.2,43.2,50.76,50.76,43.2,
1310141,960,,HEMATOMA - COMPLICATED,288,144,106.56,144,106.56,135.36,115.2,115.2,135.36,135.36,115.2,
1310140,960,10140,HEMATOMA - SIMPLE,109,54.5,40.33,54.5,40.33,51.23,43.6,43.6,51.23,51.23,43.6,
8590816,960,,HHUTCHINSO INDIV PSYCH W/O MEDS 20-30MIN,76,38,28.12,38,28.12,35.72,30.4,30.4,35.72,35.72,30.4,
8590818,960,,HHUTCHINSO INDIV PSYCH W/O MEDS 45-50MIN,114,57,42.18,57,42.18,53.58,45.6,45.6,53.58,53.58,45.6,
8590821,960,,HHUTCHINSO INDIV PSYCH W/O MEDS 75-80MIN,169,84.5,62.53,84.5,62.53,79.43,67.6,67.6,79.43,79.43,67.6,
8599221,960,99221,HHUTCHINSON  ADMISSION EVAL 30 MIN,112,56,41.44,56,41.44,52.64,44.8,44.8,52.64,52.64,44.8,
8599222,960,99222,HHUTCHINSON ADMISSION EVAL 31-50MIN,153,76.5,56.61,76.5,56.61,71.91,61.2,61.2,71.91,71.91,61.2,
8599223,960,99223,HHUTCHINSON ADMISSION EVAL 51MIN,226,113,83.62,113,83.62,106.22,90.4,90.4,106.22,106.22,90.4,
8599238,960,99238,HHUTCHINSON D/C MANAGEMENT LESS 30MIN,84,42,31.08,42,31.08,39.48,33.6,33.6,39.48,39.48,33.6,
8599239,960,99239,HHUTCHINSON D/C MANAGEMENT OVER 30MIN,121,60.5,44.77,60.5,44.77,56.87,48.4,48.4,56.87,56.87,48.4,
8599231,960,99231,HHUTCHINSON F/U HOSPITAL CARE 15MIN,47,23.5,17.39,23.5,17.39,22.09,18.8,18.8,22.09,22.09,18.8,
8599232,960,99232,HHUTCHINSON F/U HOSPITAL CARE 16-35MIN,83,41.5,30.71,41.5,30.71,39.01,33.2,33.2,39.01,39.01,33.2,
8599233,960,99233,HHUTCHINSON F/U HOSPITAL CARE OVER 35MIN,119,59.5,44.03,59.5,44.03,55.93,47.6,47.6,55.93,55.93,47.6,
8590817,960,,HHUTCHINSON INDIV PSYCH W/MEDS 20-30MIN,92,46,34.04,46,34.04,43.24,36.8,36.8,43.24,43.24,36.8,
8590819,960,,HHUTCHINSON INDIV PSYCH W/MEDS 45-50MIN,148,74,54.76,74,54.76,69.56,59.2,59.2,69.56,69.56,59.2,
8590822,960,,HHUTCHINSON INDIV PSYCH W/MEDS 75-80MIN,176,88,65.12,88,65.12,82.72,70.4,70.4,82.72,82.72,70.4,
8590862,960,,HHUTCHINSON MED MANAGEMENT,61,30.5,22.57,30.5,22.57,28.67,24.4,24.4,28.67,28.67,24.4,
1327252,960,27252,HIP W/ANESTHESIA,781,390.5,288.97,390.5,288.97,367.07,312.4,312.4,367.07,367.07,312.4,
1323600,960,23600,HUMERUS,327,163.5,120.99,163.5,120.99,153.69,130.8,130.8,153.69,153.69,130.8,
6510060,960,10060,I & D ABSCESS SINGLE- PRO FEE,182,91,67.34,91,67.34,85.54,72.8,72.8,85.54,85.54,72.8,
1356420,960,56420,I & D BARTHOLIN ABSCESS,124,62,45.88,62,45.88,58.28,49.6,49.6,58.28,58.28,49.6,
1356000,960,56405,I & D PERINEAL ABSCESS,217,108.5,80.29,108.5,80.29,101.99,86.8,86.8,101.99,101.99,86.8,
1346083,960,46083,INCISE THROM HEMORRHOID,113,56.5,41.81,56.5,41.81,53.11,45.2,45.2,53.11,53.11,45.2,
1331505,960,31505,INDIRECT LARYNGOSCOPY,275,137.5,101.75,137.5,101.75,129.25,110,110,129.25,129.25,110,
1331511,960,31511,INDIRECT LARYNGOSCOPY/FB,174,87,64.38,87,64.38,81.78,69.6,69.6,81.78,81.78,69.6,
5890658,960,90658,INFLU VACCINE BHASIN,29,14.5,10.73,14.5,10.73,13.63,11.6,11.6,13.63,13.63,11.6,
5690658,960,90658,INFLUENZA VACCINE  WIDHANI,29,14.5,10.73,14.5,10.73,13.63,11.6,11.6,13.63,13.63,11.6,
1316000,960,16000,INITIAL TX - 1st DEGREE,71,35.5,26.27,35.5,26.27,33.37,28.4,28.4,33.37,33.37,28.4,
1394656,960,94002,INITIATE VENT. PROF FEE,134,67,49.58,67,49.58,62.98,53.6,53.6,62.98,62.98,53.6,
1320550,960,20550,INJECTION TRIGGERPOINT,70,35,25.9,35,25.9,32.9,28,28,32.9,32.9,28,
581815,960,J1815,INSULIN INJECTION PER 5 UNITS-BHA,13,6.5,4.81,6.5,4.81,6.11,5.2,5.2,6.11,6.11,5.2,
561815,960,J1815,INSULIN INJECTION PER 5 UNITS-WID,13,6.5,4.81,6.5,4.81,6.11,5.2,5.2,6.11,6.11,5.2,
1320605,960,20605,INTERMEDIATE,65,32.5,24.05,32.5,24.05,30.55,26,26,30.55,30.55,26,
5800001,960,L1830,KNEE IMMOBILIZER-BHASIN,53,26.5,19.61,26.5,19.61,24.91,21.2,21.2,24.91,24.91,21.2,
5600001,960,L1830,KNEE IMMOBILIZER-WID,53,26.5,19.61,26.5,19.61,24.91,21.2,21.2,24.91,24.91,21.2,
1327552,960,27552,KNEE W/ANESTHESIA,612,306,226.44,306,226.44,287.64,244.8,244.8,287.64,287.64,244.8,
1399281,960,99281,LEVEL 1 PHY,68,34,25.16,34,25.16,31.96,27.2,27.2,31.96,31.96,27.2,
1399282,960,99282,LEVEL 2 PHY,88,44,32.56,44,32.56,41.36,35.2,35.2,41.36,41.36,35.2,
1399283,960,99283,LEVEL 3 PHY,150,75,55.5,75,55.5,70.5,60,60,70.5,70.5,60,
1399284,960,99284,LEVEL 4 PHY,223,111.5,82.51,111.5,82.51,104.81,89.2,89.2,104.81,104.81,89.2,
1399285,960,99285,LEVEL 5 PHY,343,171.5,126.91,171.5,126.91,161.21,137.2,137.2,161.21,161.21,137.2,
1362270,960,62270,LUMBAR PUNCT/SPINAL TAP,214,107,79.18,107,79.18,100.58,85.6,85.6,100.58,100.58,85.6,
1320610,960,20610,MAJOR,96,48,35.52,48,35.52,45.12,38.4,38.4,45.12,45.12,38.4,
1326600,960,26600,METACARPEL,193,96.5,71.41,96.5,71.41,90.71,77.2,77.2,90.71,90.71,77.2,
1326610,960,26615,METACARPEL - OPEN W/SOFT CLSR,527,263.5,194.99,263.5,194.99,247.69,210.8,210.8,247.69,247.69,210.8,
1328470,960,28470,METATARSAL,229,114.5,84.73,114.5,84.73,107.63,91.6,91.6,107.63,107.63,91.6,
1321310,960,21310,NASAL,83,41.5,30.71,41.5,30.71,39.01,33.2,33.2,39.01,39.01,33.2,
1325622,960,25622,NAVICULAR,272,136,100.64,136,100.64,127.84,108.8,108.8,127.84,127.84,108.8,
1310100,960,10060,PARONYCHIA - SIMPLE,198,99,73.26,99,73.26,93.06,79.2,79.2,93.06,93.06,79.2,
1327560,960,27560,PATELLA DISLOCATION,283,141.5,104.71,141.5,104.71,133.01,113.2,113.2,133.01,133.01,113.2,
1327520,960,27520,PATELLA FRACTURE,334,167,123.58,167,123.58,156.98,133.6,133.6,156.98,156.98,133.6,
1327562,960,27562,PATELLA W/ANESTHESIA,615,307.5,227.55,307.5,227.55,289.05,246,246,289.05,289.05,246,
1333010,960,,PERICARDIOCENTESIS,212,106,78.44,106,78.44,99.64,84.8,84.8,99.64,99.64,84.8,
1349420,960,,PERITONEAL LAVAGE,216,108,79.92,108,79.92,101.52,86.4,86.4,101.52,101.52,86.4,
8799221,960,99221,PFITTS ADMISSION EVAL 30 MIN,112,56,41.44,56,41.44,52.64,44.8,44.8,52.64,52.64,44.8,
8799222,960,99222,PFITTS ADMISSION EVAL 31-50MIN,153,76.5,56.61,76.5,56.61,71.91,61.2,61.2,71.91,71.91,61.2,
8799223,960,99223,PFITTS ADMISSION EVAL 51MIN,226,113,83.62,113,83.62,106.22,90.4,90.4,106.22,106.22,90.4,
8799238,960,99238,PFITTS D/C MANAGEMENT LESS 30MIN,84,42,31.08,42,31.08,39.48,33.6,33.6,39.48,39.48,33.6,
8799239,960,99239,PFITTS D/C MANAGEMENT OVER 30MIN,121,60.5,44.77,60.5,44.77,56.87,48.4,48.4,56.87,56.87,48.4,
8799231,960,99231,PFITTS F/U HOSPITAL CARE 15MIN,47,23.5,17.39,23.5,17.39,22.09,18.8,18.8,22.09,22.09,18.8,
8799232,960,99232,PFITTS F/U HOSPITAL CARE 16-35MIN,83,41.5,30.71,41.5,30.71,39.01,33.2,33.2,39.01,39.01,33.2,
8799233,960,99233,PFITTS F/U HOSPITAL CARE OVER 35MIN,119,59.5,44.03,59.5,44.03,55.93,47.6,47.6,55.93,55.93,47.6,
8860024,960,93018,PHYSICIAN INTERPRETATION,52,26,19.24,26,19.24,24.44,20.8,20.8,24.44,24.44,20.8,
8860025,960,93016,PHYSICIAN SUPERVISION,73,36.5,27.01,36.5,27.01,34.31,29.2,29.2,34.31,34.31,29.2,
1310081,960,10081,PILONIDAL - COMPLICATED,198,99,73.26,99,73.26,93.06,79.2,79.2,93.06,93.06,79.2,
1310080,960,10080,PILONIDAL - SIMPLE,106,53,39.22,53,39.22,49.82,42.4,42.4,49.82,49.82,42.4,
5810000,960,G0009,PNEU ADMIN BHASIN-MEDICARE,29,14.5,10.73,14.5,10.73,13.63,11.6,11.6,13.63,13.63,11.6,
5610000,960,G0009,PNEU ADMIN WIDHANI-MEDICARE,29,14.5,10.73,14.5,10.73,13.63,11.6,11.6,13.63,13.63,11.6,
5690732,960,90732,PNEUM VACCINE  WIDHANI,29,14.5,10.73,14.5,10.73,13.63,11.6,11.6,13.63,13.63,11.6,
5890732,960,90732,PNEUM VACCINE BHASIN,29,14.5,10.73,14.5,10.73,13.63,11.6,11.6,13.63,13.63,11.6,
1330905,960,30905,POSTERIOR PACK,213,106.5,78.81,106.5,78.81,100.11,85.2,85.2,100.11,100.11,85.2,
1330906,960,30906,POSTERIOR PACK-SUBSEQ.,197,98.5,72.89,98.5,72.89,92.59,78.8,78.8,92.59,92.59,78.8,
1345300,960,45300,PROCTOSIGMOIDOSCOPY,72,36,26.64,36,26.64,33.84,28.8,28.8,33.84,33.84,28.8,
1326725,960,26725,PROX/MID PHAL. W/MANIP,267,133.5,98.79,133.5,98.79,125.49,106.8,106.8,125.49,125.49,106.8,
1326720,960,26720,PROX/MID PHAL. W/O MANIP,152,76,56.24,76,56.24,71.44,60.8,60.8,71.44,71.44,60.8,
1324650,960,24650,RADIAL HEAD,248,124,91.76,124,91.76,116.56,99.2,99.2,116.56,116.56,99.2,
1324640,960,24640,"RADIAL HEAD, NURSEMAID",120,60,44.4,60,44.4,56.4,48,48,56.4,56.4,48,
1325500,960,25500,RADIAL SHAFT - CLOSED - W/O MANIP,266,133,98.42,133,98.42,125.02,106.4,106.4,125.02,125.02,106.4,
1390520,960,,RAPE EXAM AND EVAL,217,108.5,80.29,108.5,80.29,101.99,86.8,86.8,101.99,101.99,86.8,
1342809,960,42809,REMOVAL FB - PHARYNX,143,71.5,52.91,71.5,52.91,67.21,57.2,57.2,67.21,67.21,57.2,
1369200,960,69200,REMOVAL FB EAR,68,34,25.16,34,25.16,31.96,27.2,27.2,31.96,31.96,27.2,
1330300,960,30300,REMOVAL FB NOSE,106,53,39.22,53,39.22,49.82,42.4,42.4,49.82,49.82,42.4,
1369210,960,69210,REMOVAL IMPACTED CERUMEN,47,23.5,17.39,23.5,17.39,22.09,18.8,18.8,22.09,22.09,18.8,
1311760,960,11760,REPAIR NAILBED,139,69.5,51.43,69.5,51.43,65.33,55.6,55.6,65.33,65.33,55.6,
1321800,960,,RIB,95,47.5,35.15,47.5,35.15,44.65,38,38,44.65,44.65,38,
580696,960,J0696,ROCEPHIN 250 MG VIAL-BHASIN,7,3.5,2.59,3.5,2.59,3.29,2.8,2.8,3.29,3.29,2.8,
560696,960,J0696,ROCEPHIN 250 MG VIAL-WID,7,3.5,2.59,3.5,2.59,3.29,2.8,2.8,3.29,3.29,2.8,
1310000,960,10060,SEBACEOUS CYST,153,76.5,56.61,76.5,56.61,71.91,61.2,61.2,71.91,71.91,61.2,
1323655,960,23655,SHOULDER W/ANESTHESIA,666,333,246.42,333,246.42,313.02,266.4,266.4,313.02,313.02,266.4,
1323650,960,23650,SHOULDER W/O ANESTHESIA,605,302.5,223.85,302.5,223.85,284.35,242,242,284.35,284.35,242,
582930,960,J2930,SOLU MEDROL 50 TO 125MG INJ-BHASIN,15,7.5,5.55,7.5,5.55,7.05,6,6,7.05,7.05,6,
562930,960,J2930,SOLU MEDROL 50 TO 125MG INJ-WIDHANI,15,7.5,5.55,7.5,5.55,7.05,6,6,7.05,7.05,6,
1365205,960,65205,SUPERFICIAL FB REMOVAL,64,32,23.68,32,23.68,30.08,25.6,25.6,30.08,30.08,25.6,
7099222,960,G0426,TELE FREEMAN ADMISSION EVAL 31-50MIN,153,76.5,56.61,76.5,56.61,71.91,61.2,61.2,71.91,71.91,61.2,
8699222,960,G0426,TELE HUTCHINSON ADMISSION EVAL 31-50MIN,153,76.5,56.61,76.5,56.61,71.91,61.2,61.2,71.91,71.91,61.2,
8699232,960,9923295,TELE HUTCHINSON F/U HOSP CARE 16-35MIN,83,41.5,30.71,41.5,30.71,39.01,33.2,33.2,39.01,39.01,33.2,
7099232,960,9923295,TELEH FREEMAN F/U HOSPITAL CARE 16-35MIN,83,41.5,30.71,41.5,30.71,39.01,33.2,33.2,39.01,39.01,33.2,
8699221,960,G0425,TELEH HUTCHINSON ADMISSION EVAL 30 MIN,112,56,41.44,56,41.44,52.64,44.8,44.8,52.64,52.64,44.8,
8699238,960,9923895,TELEH HUTCHINSON D/C MANAGE LESS 30MIN,84,42,31.08,42,31.08,39.48,33.6,33.6,39.48,39.48,33.6,
8699231,960,9923195,TELEH HUTCHINSON F/U HOSP CARE 15MIN,47,23.5,17.39,23.5,17.39,22.09,18.8,18.8,22.09,22.09,18.8,
8699233,960,9923395,TELEH HUTCHINSON IP DAILY VISIT LEVEL 3,119,59.5,44.03,59.5,44.03,55.93,47.6,47.6,55.93,55.93,47.6,
7099233,960,9923395,TELEHEALT FREEMAN IP DAILY VISIT LEVEL 3,119,59.5,44.03,59.5,44.03,55.93,47.6,47.6,55.93,55.93,47.6,
7099223,960,G0427,TELEHEALTH FREEMAN  ADM EVAL 51MIN,226,113,83.62,113,83.62,106.22,90.4,90.4,106.22,106.22,90.4,
7099221,960,G0425,TELEHEALTH FREEMAN ADMISSION EVAL 30 MIN,112,56,41.44,56,41.44,52.64,44.8,44.8,52.64,52.64,44.8,
7099238,960,9923895,TELEHEALTH FREEMAN D/C MANAGE LESS 30MIN,84,42,31.08,42,31.08,39.48,33.6,33.6,39.48,39.48,33.6,
7099231,960,9923195,TELEHEALTH FREEMAN F/U HOSP CARE 15MIN,47,23.5,17.39,23.5,17.39,22.09,18.8,18.8,22.09,22.09,18.8,
8699223,960,G0427,TELEHEALTH HUTCHINSON  ADM EVAL 51MIN,226,113,83.62,113,83.62,106.22,90.4,90.4,106.22,106.22,90.4,
1333210,960,33210,TEMP. PACEMAKER INSERT.,371,185.5,137.27,185.5,137.27,174.37,148.4,148.4,174.37,174.37,148.4,
1321480,960,21480,TEMPOROMANDIBULAR JOINT,90,45,33.3,45,33.3,42.3,36,36,42.3,42.3,36,
5890703,960,,TET TOX VACCINE  BHASIN,44,22,16.28,22,16.28,20.68,17.6,17.6,20.68,20.68,17.6,
5690703,960,,TET TOX VACCINE  WIDHANI,44,22,16.28,22,16.28,20.68,17.6,17.6,20.68,20.68,17.6,
