CLAY COUNTY HOSPITAL,,,
CHARGEMASTER,,,
,,,
DESCRIPTION,CPT CD,CHARGE,
SUTURE 3-0 VICRYL VCP838D,,13,
SUTURE 4-0 ETHILON 1629H,,9,
SUTURE 4-0 ETHILON 662H,,10,
SUTURE 4-0 MONOCRYL MCP823G,,14,
SUTURE 4-0 MONOSOF 699H,,9,
SUTURE 4-0 SILK  629G,,7,
SUTURE 4-0 VICRLY J496G,,11,
SUTURE 4-0 VICRYL VCP494H,,14,
SUTURE 4-0 VICRYL VCP496G,,11,
SUTURE 4-0 VICRYL VCP496G,,20,
SUTURE 5-0 ETHILON 1666G,,9,
SUTURE 5-0 ETHILON 661G,,6,
SUTURE 5-0 ETHILON 661G,,10,
SUTURE 5-0 ETHILON 698G,,19,
SUTURE 5-0 VICRYL VCP421H,,16,
SUTURE 5-0 VICRYL VCP493H,,19,
SUTURE 5-0 VICRYL VCP500G,,13,
SUTURE 6-0 MONOSOF,,9,
SUTURE 6-0 MONOSOF,,20,
SUTURE BLADDER INJURY COMPLICATED,51865,6353,
SUTURE EYE ALCON 10-0 218601,,85,
SUTURE O CHROMIC 802H,,7,
SUTURE O CHROMIC U246H,,6,
SUTURE O PROLENE CP424,,7,
SUTURE O SILK  680H,,7,
SUTURE O VICRYL VCP346H,,10,
SUTURE O VICRYL VCP358H,,10,
SUTURE O VICRYL VCP603H,,6,
SUTURE PDS II 48 LP,,13,
SUTURE SILK 0 6-18 PRECUT,,44,
SWAB LEMON GLYCERIN,,3,
SWABSTICK BETADINE,,3,
SYMBICORT 160/4.5 INH 120 DOSE: CH10.2GM,,787,
SYMBICORT 80/4.5MCG INH 120 DOSE CH/GM,,85,
SYMBICORT INH 160/4.5 : 60 DOSE (6GM)UD,,380,
SYNTHROID {LEVOTHYROXINE} 0.3MG TAB,,6,
SYNTHROID {NAME BRAND}  TAB  0.075MG,,4,
SYNTHROID {NAME BRAND}  TAB  0.112MG,,6,
SYNTHROID {NAME BRAND}  TAB  0.137MG,,6,
SYNTHROID {NAME BRAND}  TAB  0.175MG,,6,
SYNTHROID {NAME BRAND}  TAB  0.1MG,,4,
SYNTHROID {NAME BRAND} TAB   0.125MG,,6,
SYNTHROID {NAME BRAND} TAB   0.15MG,,6,
SYNTHROID TAB   0.05MG,,4.25,
SYNTHROID TAB   0.2MG,,6,
SYNTHROID TAB  0.025MG,,6,
SYNTHROID TAB  0.088MG,,4,
SYNTHROID TAB0.112MG,,4,
SYRINGE 2oz/60cc CATH TIP,,4,
SYRINGE BULB,,4,
SYRINGE LOSS RESIST 8ML,,7,
SYSTANE BALANCE EYE DROPS 10ML CH/ML,,4.2,
SYSTANE BALANCE OPTH DROPS CH/ML,,2.53,
SYSTANE COMPLETE CH /ML 10ML,,2.72,
SYSTANE EYE DROPS  {CH/ML},,18,
SYSTANE GEL EYE DROPS CH/ML,,2.5,
SYSTANE ULTRA EYE DROPS 10ML CH/ML,,2.5,
SYSTEM AEROSOL DRAIN,,5,
SYSTEM STANDARD ENTAKE PEG,,220,
T&A > AGE 12 YEARS,42821,4149,
T.E.N.S. PER DAY-UNATTENDED,97014GP,47,
T.E.N.S. PER DAY-UNATTENDED,97014GP,47,
T.E.N.S. SET-UP,97032GP,73,
TALON GRASPING DEVICE,,384,
TAMIFLU 45MG CAPS,,32,
TAMIFLU 75MG CAP (BRAND),,36.5,
TAMIFLU CAP 30 MG,,21,
TAMIFLU SUSP   6MG/ML  {CH/ML},,6,
TAMSULOSIN (FLOMAX) CAP  0.4MG  UD,,6,
TANDEM DHA CAP,,6,
TAPING ANKLE,29540GP,179,
TAPING ANKLE,29540GP,179,
TAPING ELBOW & WRIST,29260GP,179,
TAPING ELBOW & WRIST,29260GP,179,
TAPING HAND & FINGERS,29280GP,179,
TAPING HAND & FINGERS,29280GP,179,
TAPING HIP,29520GP,179,
TAPING HIP,29520GP,179,
TAPING KNEE,29530GP,179,
TAPING KNEE,29530GP,179,
TAPING SHOULDER,29240GP,179,
TAPING SHOULDER,29240GP,179,
TAPING TOE,29550GP,179,
TAPING TOE,29550GP,179,
TAZICEF 1GM  (FORTAZ)/NS 50ML,J0713,72,
TAZIDIME/FORTAZ GM 1 (CEFTAZIDIME),J0713,72,
TAZIDIME/FORTAZ GM 2 (CEFTAZIDIME),,93,
TB SKIN TEST,,20,
TB SKIN TEST (5 TU /.1ML--APLISOL),,45,
TB SKIN TEST (5 TU /.1ML--APLISOL) OP,,25,
TECNU SKIN CLEANSER CH 1,,25,
TEFLARO 600MG IV,J0712,400,
TEGADERM DRESSING 6 IN X 8 IN,,10,
TEGRETOL 200MG TAB (GENERIC) {NH},,6,
TEGRETOL-XR 200MG TAB {carBAMazepine},,4,
TEKTURNA 150MG TAB,,8,
TEKTURNA 300MG TAB,,21,
TEKTURNA HCT 300MG/25MG TAB,,15,
TELFA 4X8 MSC3248,,7,
TELMISARTAN (MICARDIS)  80MG TAB,,6,
TEMAZEPAM (RESTORIL)  22.5MG CAP,,12.9,
TEMAZEPAM (RESTORIL) CAP 7.5MG,,15,
TEMAZEPAM {RESTORIL} CAP 15MG UD,,7,
TEMAZEPAM {RESTORIL} CAP 30MG UD,,7,
TEMPLET FOR PHARMACY ITEMS,,22,
TENDON SHEATH INCISION,26055,3022,
TENS ELECTRODE,,10,
TENS UNIT,,80,
TENTS FACE,,5,
TERAZOL 3 VAG CR .8% 20 GM/PER GM,,3.82,
TERAZOSIN {HYTRIN} CAP    5MG UD,,6,
TERAZOSIN {HYTRIN} CAP  2MG,,4,
TERAZOSIN {HYTRIN} CAP 10MG,,0.13,
TERBINAFINE CREAM 1% {LAMISIL}  CH/GM,,1.08,
TERBINAFINE TAB {LamISIL} 250MG,,6,
TERCONAZOLE 7 (TERAZOL 7) 0.4% CH/GM,,1.44,
TERCONAZOLE CREAM 0.4% CH/GM,,0.45,
TERCONAZOLE VAGINAL CREAM 0.8% 20GM CH/G,,3.83,
TERCONAZOLE-3 80MG VAGINAL SUPP,,21,
TEST PHARMACY CHARGE,,16,
TESTIM 1% {TESTOSTERONE GEL} CH/GM,,23,
TESTOSTERONE CYPIONATE INJ 200MG/ML 10ML,,19,
TESTOSTERONE ENANTHATE 200 MG/ML 5ML VIA,J1080,163,
"TESTOSTERONE, FREE   ID 152623",84402,298,
TETANUS & DIPHTHERIA ADULT INJ .5CC,90714,75,
TETANUS & DIPHTHERIA PEDIATRIC INJ .5CC,90702,39,
TETANUS IMMUNE GLOB  250UN {HYPER-TET},90389,259,
TETRACAINE 0.5% OPTH 4ML UD,,28,
TETRACAINE OPHTH SOLN 0.5% : 1 APPLICATI,,15,
TETRACYCLINE CAP   250MG,,9.58,
THEO-24 {THEOPHYLLINE ER} CAP   100MG,,6,
THEO-24 {THEOPHYLLINE ER} CAP   200MG,,4,
THEO-24 {THEOPHYLLINE ER} CAP   300MG,,4,
THEO-24 {THEOPHYLLINE ER} CAP   400MG,,4,
THEOPHYLLINE ER 300MG  TAB UD,,8.15,
THEOPHYLLINE ER TAB : 100MG UD,,4,
THEOPHYLLINE ER TAB 400MG,,6,
THEOPHYLLINE TAB ER  200MG UD,,6,
THER IVNTJ 1ST 15 MIN,97129GO,60,
THER IVNTJ EACH ADDITIONAL 15 MIN,97130GO,55,
THERA-GEL SHAMPOO (T-Gel) CH/1,,5.45,
THERAGRAN-M {MVI+MIN} TAB UD,,6,
THERAPEUTIC ACTIVITIES 1/1 DIRECT 15 MIN,97530GP,132,
THERAPEUTIC EXERCISE W/COLD/HEAT/15 MIN,97110GP,132,
THERAPEUTIC EXERCISE W/COLD/HEAT/15 MIN,97110GP,132,
THERAPEUTIC PHLEBOTOMY,99195,52,
THERMOMETER IN LINE   1635,,6,
THIAMINE {B-1} INJECTION 200MG/2ML UD,J3411,50,
THORACENTESIS,32554,1600,
THORACENTESIS FOR ASPIRATION,32421,803,
THORACENTESIS FOR ASPIRATION,32421,803,
THORACENTESIS FOR ASPIRATION,32421,803,
THORACENTESIS W/IMAGING GUIDANCE,32555,1847,
THORACENTESIS W/TUBE INSERTION,32422,803,
THROMBECTOMY BY ARM INCISION,34490,5544,
THROMBECTOMY BY LEG INCISION,34421,5459,
THROMBIN 20M UN/SPRAY KIT,,463,
THYROGLOBULIN LEVEL & AB   ID 152610,84432,124,
THYROID 2GR {120MG} TAB,,6,
THYROID 90MG (1.5GR) TAB,,6,
THYROID ANTIBODIES   ID 152767,86376,324,
THYROID ANTITHYROGLOBULIN AB   ID 6733,86800,223,
THYROID PEROXIDASE ANTIBODIES  ID 152703,86376,180,
THYROID STIMULATING IMMUNOGL   ID 152602,84445,382,
TIMOLOL {TIMOPTIC} OPH SOL 0.5%   1 DOSE,,6,
TIMOLOL 0.5% GEL SOLN 5ML CH/ML,,17.46,
TIMOPTIC-XE OPHTH SOLN 0.5%   5ML CH/ML,,28,
TINIDAZOLE TAB 500MG,,14.75,
TIP FRAZIER SUCTION 0033100,,9,
TIP FRAZIER SUCTION 10FR/STERILE DISPOSA,,9,
TIPS DISPOSABLE HYFRECATOR,,6,
TIROSINT (LEVOTHYROXINE) 125mcg CAPSULE,,9.6,
TISSEEL KIT 2ML,,366,
TISSUE CULTURE BONE MARROW   ID 152653,88237,382,
TIZANIDINE (ZanaFLEX) 4MG UD,,6,
TNKase (TENECTEPLASE),J3101,17500,
TOBRADEX OPHTH OINT   3.5GM  CH/GM,,180,
TOBRAMY/DEX 0.3%/0.1 10M OPHTH SUSP CH/M,,22,
TOBRAMYCIN INJ  10MG/ML 2ml vial,,22,
TOBRAMYCIN INJ : 40MG/ML,J3260,22,
TOBRAMYCIN/DEXAME OPHTH SUSP 2.5ML CH/ML,,37.15,
TOBREX  OPHTH OINT   3.5GM  CH/GM,,75,
TOLNAFTATE  ANTIFUNGAL POWDER CH/BT,,6,
TOLTERODINE ER CAP (DETROL LA) 4MG,,6,
TOMATO ALLERGEN   ID 152715,86003,50,
TONSILLECTOMY &ADENOIDECTOMY<12 YRS,42820,4962,
TONSILLECTOMY <12 YRS,42825,4962,
TONSILLECTOMY AGE 12 OR MORE,42826,4149,
TONSILLECTOMY; YOUNGER THAN 12 YRS,42825,4048,
TOPAMAX   ID 6942,80201,297,
TopAMAX TAB 50MG,,9,
TOPIRAMATE (TopAMAX) 25MG TAB UD,,6,
TOPIRAMATE (TopAMAX) TAB 100MG UD,,6,
TOPIRAMATE {TopAMAX}  200MG TAB,,6,
TOPIRAMATE {TopAMAX}  50MG TAB,,6,
TORICIOL LENS (CONSIGNMENT),,1430,
TORSEMIDE  100MG TAB,,6,
TORSEMIDE {DEMADEX} TAB   10MG,,6,
TORSEMIDE {DEMADEX} TAB   20MG UD,,6,
TOVIAZ 4MG TAB,,12.75,
TOVIAZ 8MG TAB,,16.75,
TOWELS OR MDT2168286,,26,
TPA THERAPY,92977,636,
TRACHEOSTOMY-EMERGENCY PROCEDURE,31603,521,
TRACRIUM INJ 10MG/CC (ATRACURIUM BESYLAT,,114,
TRADJENTA TAB 5MG,,39,
TRAMADOL {ULTRAM} ER TAB : 100MG,,6,
TRAMADOL {ULTRAM} TAB  50MG UD,,6,
TRAMADOL/APAP {ULTRACET}37.5MG/325MG UD,,6,
TRANEXAMIC ACID 1GM VIAL : (PREDEFINED),J3490,45,
TRANSDERM NITRO 0.2mg/hr PATCH (5MG)NTG,,6,
TRANSDERM NITRO PATCH 0.1MG/HR,,5,
TRANSDERM NTG PATCH 0.4MG/HR (10MG),,5,
TRANSFER SET,,8,
TRAP 10FR  MUCOUS,,13,
TRAP MULTICHAMBER POLYP,,26,
TRAVATAN Z 0.004% (TRAVOPROST) 5ML CH/M,,101,
TRAVATAN Z 0.004% 2.5ML,,205,
TRAY CATHETER,,9,
TRAY CHEST TUBE #20  CTQTSY 2000,,305,
TRAY CHEST TUBE #24 CTQTSY 2400,,535,
TRAY CHEST TUBE #28 CTQTSY 2800,,305,
TRAY CHEST TUBE #28 CTQTSY 2800,,535,
TRAY CHEST TUBE #32 CTQTSY 3200,,535,
TRAY CUT DOWN PER USE,,33,
TRAY DRY PREP DYND70661,,7,
TRAY E R,,35,
TRAY EAR,,29,
TRAY EPIDURAL (NEW) SINGLE DOSE,,15.75,
TRAY EPIDURAL X RX SINGLE DOSE,,40,
TRAY EPIDURAL X RX SINGLE DOSE,,55,
TRAY ER,,29,
TRAY ER GASTRIC LAVAGE,,38,
TRAY ER SUTURE PER USE,,15,
TRAY EYE,,24,
TRAY FOLEY 16,,29,
TRAY FOLEY 18,,35,
TRAY IRRIGATION,,8,
TRAY LACERATION,,33,
TRAY LUMBAR ADULT  26-LP1CO,,57,
TRAY NOSE,,29,
TRAY PREP  SK40,,7,
TRAY SPINAL S25BK,,93,
TRAY SPINAL S25LK,,93,
TRAY THORA PARA,,55,
TRAY THORA PARA,,70,
TRAY THORA PARA,,787,
TRAY TRACHEOSTOMY,,68,
TRAY VAGINAL PREP,,11,
TRAZODONE (DESYREL) TAB 150MG,,6,
TRAZODONE {Desyrel} TAB 100MG UD,,6,
TRAZODONE {Desyrel} TAB 150MG UD,,6,
TRAZODONE {Desyrel} TAB 50MG UD,,6,
TREADS BARIATRIC TERRY,,7,
TREADS LARGE ADULT,,7,
TREADS TODDLER TERRY,,7,
TREADS XL ADULT TERRY,,7,
TREADS YOUTH TERRY,,7,
TREATMEMT OF SWALLOWING / FEEDING,92526GN,110,
TREATMENT OF BURN(S) W/0 ANES LRG,16030,284,
TREATMENT OF BURN(S) W/O ANES MEDIUM,16025,308,
TREATMENT OF BURN(S) W/O ANES SMALL,16020,180,
TREATMENT OF BURN(S) W/O ANES SMALL,16025,231,
TREATMENT OF BURN(S)MEDIUM(FACE OR WH EX,16025,370,
TREATMENT OF BURNS-INITIAL,16000,110,
TREATMENT ROOM FOR OP,99211,97,
TRELEGY ELLIPTA INHALER 30 DOSE CH60,,21.1,
TRESIBA FLEXTOUCH INSULIN 200UN/ML CH/ML,,127.6,
TREXIMET 85/500MG TAB,,194,
TRI LYTE  PREP  4L CH 1,,53,
TRIAMCINOLONE 0.025% *OINT 80GM {PER GM},,0.25,
TRIAMCINOLONE 0.025% CREAM 80GM {PER GM},,0.25,
TRIAMCINOLONE 0.1% CR 15GM {PER GM}  .,,0.4,
TRIAMCINOLONE 0.1% CR 80GM {PER GM} .,,0.23,
TRIAMCINOLONE 0.1% CREAM 454GM CH/GM,,0.12,
TRIAMCINOLONE 0.1% OINT  CH/GM (454GM),,0.1,
TRIAMCINOLONE 0.1% OINTMENT 15GM  CH/GM,,0.48,
TRIAMCINOLONE 0.1% OINTMENT 80GM  CH/GM,,0.3,
TRIAMCINOLONE CREAM. 0.5% 15GM CH/GM,,2,
TRIAMCINOLONE LOTION 0.1% 60ML {PER ML},,1.34,
TRIAMTERENE/HCTZ *CAP* 37.5MG/25MG,,6,
TRIAMTERENE/HCTZ 50MG/25MG,,4,
TRIAMTERENE/HCTZ 75MG/50MG,,6,
TRIAMTERENE/HCTZ TAB 37.5MG/25MG,,6,
TRIANGLE KNIFE,,107,
TRIAZOLAM (HALCION) 0.125MG TAB,,9,
TRIAZOLAM (HALCION) 0.25MG TAB,,7,
TRICHLOROACETIC ACID 80% TOPICAL LIQ CH1,,0.8,
TRICITRATES SF ORAL SOLN CH/ML,,0.65,
TRIESENCE {TRIAMCINALONE} INJ 40MG/ML,J3300,340,
TRIFLUOPERAZINE {STELAZINE} 5MG TAB,,4,
TRIFLUOPERAZINE 2MG,,6,
TRIFLUOPERAZINE TAB 10MG (STELAZINE),,6,
TRIGER POINT INJECTION,20552,435,
TRIGGER POING INJECTIONS THRU 3 OR MORE,20553,113,
TRIGGER POINT INJECTION,20553,670,
TRIGLIDE TABS 160MG.,,7,
TRI-LO-MARZIA  {TRINESSA LO} CH/TAB,,6,
TRI-LUMA CREAM {CH PER GM},,6.06,
TRILYTE WITH FLAVOR PACKETS,,25,
TRIM SKIN LESION SINGLE BENEIGN,11055,87,
TRIM SKIN LESION SINGLE BENEIGN,11055,265,
TRIM SKIN LESIONS > 4 CM,11057,105,
TRIM SKIN LESIONS 2 TO 4,11056,87,
TRIMETHOPRIM 100MG TAB,,6,
TRINESSA LO {TRI-LO-ESTARYLLA} TAB CH/EA,,6,
TRI-NORINYL 28,,65,
TRIPLE ANTIBIOTIC OINT U/D 0.9GM,,3,
TRI-VYLIBRA TAB,,6,
TRIXAICIN HP (GEN ZOSTRIX HP)CH/GM,,0.23,
TROCAR CATHETER 10FR PEDI,,41.5,
TROCAR CATHETER 8FR PEDI,,41.5,
TROPICAMIDE 1% OPHTH SOLN   (1 DOSE),,7,
TROPICAMIDE 1% OPHTH SOLN   15ML  CH/ML,,2.7,
TRUE METRIX GLUCOSE TEST STRIP CH/STRIP,,2,
TRUE TEST GLUCOSE TEST STRIP CH/STRIP,,2,
TRYPTASE   ID 152792,83520,129,
TUBE #10FR ARGYLE NG  264911,,8,
TUBE #10FR SALEM SUMP NG,,4,
TUBE #10FR SALEM SUMP NG,,4,
TUBE #10FR SALEM SUMP NG,,4,
TUBE #10FR SALEM SUMP NG,,4,
TUBE #14FR ARGYLE NG  264945,,8,
TUBE #14FR SALEM SUMP NG,,4,
TUBE #14FR SALEM SUMP NG,,4,
TUBE #14FR SALEM SUMP NG,,4,
TUBE #14FR SALEM SUMP NG,,4,
TUBE #16FR ARGYLE NG  264960,,10,
TUBE #16FR SALEM SUMP 0046160,,8,
TUBE #16FR SALEM SUMP NG,,4,
TUBE #16FR SALEM SUMP NG,,4,
TUBE #16FR SALEM SUMP NG,,4,
TUBE #16FR SALEM SUMP NG,,4,
TUBE #18FR ARGYLE NG  264986,,8,
TUBE #18FR SALEM SUMP,,13,
TUBE #18FR SALEM SUMP NG,,4,
TUBE #18FR SALEM SUMP NG,,4,
TUBE #18FR SALEM SUMP NG,,4,
TUBE #18FR SALEM SUMP NG,,4,
TUBE #6 ENDOTROL TRACH  86349,,32,
TUBE 10.0 ET CUFFED 5-10120,,8,
TUBE 10FR KENDALL FEEDING 260208,,6,
TUBE 12FR KENDALL FEEDING 265314,,5,
TUBE 16FR KENDALL FEEDING 265322,,5,
TUBE 18FR KENDALL FEEDING 265330,,5,
TUBE 2.5 ET CUFFED 112480025,,10,
TUBE 2.5 ET UNCUFFED 5-10405,,6,
TUBE 2.5 ET UNCUFFED 5-10405,,7,
TUBE 3.0 ET CUFFED  5-10206,,7,
TUBE 3.0 ET CUFFED 5-10106,,7,
TUBE 3.0 ET UNCUFFED 5-10406,,6,
TUBE 3.0 ET UNCUFFED 5-10406,,7,
TUBE 3.0 PORTEX TRACH  555030,,7,
TUBE 3.5 ET CUFFED 5-10107,,7,
TUBE 3.5 ET UNCUFFED  5-10407,,7,
TUBE 3.5 ET UNCUFFED 5-10407,,6,
TUBE 4.0 ET CUFFED  5-10108,,7,
TUBE 4.0 ET CUFFED 5-10108,,7,
TUBE 4.0 ET UNCUFFED  5-10408,,6,
TUBE 4.0 ET UNCUFFED 5-10408,,7,
TUBE 4.5 ET CUFFED  5-10109,,7,
TUBE 4.5 ET CUFFED 5-10109,,7,
TUBE 4.5 ET UNCUFFED  5-10409,,6,
TUBE 4.5 ET UNCUFFED 5-10409,,7,
TUBE 5.0 ET CUFFED 5-10110,,7,
TUBE 5.0 ET CUFFED 5-10110,,7,
TUBE 5.0 ET UNCUFFED 5-10410,,6,
TUBE 5.0 ET UNCUFFED 5-10410,,7,
TUBE 5.5 ET CUFFED 5-10111,,7,
TUBE 5.5 ET CUFFED 5-10111,,7,
TUBE 5.5 ET UNCUFFED 5-10411,,5,
TUBE 5.5 ET UNCUFFED 5-10411,,6,
TUBE 5FR KENDALL FEEDING 261008,,6,
TUBE 6.0 ET CUFFED,,7,
TUBE 6.0 ET CUFFED,,7,
TUBE 6.5 ET CUFFED 5-10113,,7,
TUBE 6.5 ET CUFFED 86050,,7,
TUBE 7.0 ET CUFFED,,7,
TUBE 7.0 ET CUFFED 86051,,7,
TUBE 7.5 ET CUFFED,,7,
TUBE 7.5 ET CUFFED,,7,
TUBE 8.0 ET CUFFED 5-10116,,7,
TUBE 8.0 ET CUFFED 86053,,7,
TUBE 8.5 ET CUFFED 5-10117,,7,
TUBE 8.5 ET CUFFED 5-10117,,7,
TUBE 8FR KENDALL FEEDING,,6,
TUBE 8FR KENDALL FEEDING 260604,,6,
TUBE 9.0 ET CUFFED 5-10118,,7,
TUBE 9.0 ET CUFFED 5-10118,,7,
TUBE GASTRO #14,,59,
TUBE GASTRO #16 0100-16LV,,59,
TUBE GASTRO #18 0100-18,,59,
TUBE GASTRO #20,,123,
TUBE GASTRO #22,,117,
TUBE GROMMET SILCONE 1.27,L8699,41,
TUBE LUKENS  258608,,8,
TUBE NASAL RAE 6.5,,17,
TUBE NASAL RAE 7.0,,17,
TUBE PORTEX 6MM TRACH  530060,,68,
TUBE PORTEX 7MM TRACH  530070,,68,
TUBE PORTEX 8MM TRACH  530080,,68,
TUBE RECTAL DISP,,15,
TUBE SHILEY TRACH  00 PT,,108,
TUBE SHILEY TRACH  1 PT,,108,
TUBE SHILEY TRACH  3 PT,,108,
TUBE SHILEY TRACH  4 PT,,108,
TUBE SHILEY TRACH  O PT,,108,
TUBE SHILEY TRACH 10.0  10DFEN,,143,
TUBE SHILEY TRACH 2 PT,,108,
TUBE SHILEY TRACH 4.0   4DFEN,,143,
TUBE SHILEY TRACH 6.0   6DFEN,,143,
TUBE SHILEY TRACH 8.0 8DFEN,,143,
TUBE TITANIUM EAR,L8699,549,
TUBERSOL 5TU 10TEST VL 1ML,,69,
TUBES #6.0 ENDOTROL  86349,,33,
TUBES #7.0 ENDTROL 86351,,32,
TUBES #8.0 ENDOTROL 86353,,33,
TUBES GASTRO (REPLACEMENT) PEG-18-BRT-S,,75,
TUBES GASTRO (REPLACEMENT) PEG-24-BRT-2,,75,
TUBE-T,,99,
TUBING 7FT SUPPLY,,3,
TUBING 7FT SUPPLY,,7,
TUBING CORR-A-FLEX   1518,,4,
TUBING GAS SAMPLING  A8-3550-81,,10,
TUBING INFANT O2 MASK w/O2,,11,
TUBING INSUFFLATOR,,23,
TUBING SUCTION STERILE LF,,3,
TUCKS  PADS,,11,
TUDORZA PRESSAIR 400mcG/ACTUATION CH/1,,145,
TULAREMIA AGGLUTININS   ID 6932,86000,52,
TUMS EXTRA STRENGTH,,6,
TURMERIC 450MG CAPS,,6,
TURMERIC 450MG CAPS,,6,
TURPENTINE LIQUID 4OZ,,10,
TUSSIONEX SUSP HYDROCO/CHLORPHE  5ML UD,,10,
TUSSIONEX SUSP HYDROCO/CHLORPHE  CH/ML,,1.1,
TX EXERCISE DIRECT-8-22 MIN,97110GP,72,
TX EXERCISE DIRECT-8-22 MIN,97110GP,72,
TYGACIL : 100MG INITIAL DOSE PREDEFINED,,190.75,
TYGACIL : 50MG INJ,,190,
TYLENOL 325MG 1TAB/PK ADULT UD,,6,
TYLENOL CHILD SUSP   160MG/5ML UD,,3,
TYLENOL PM CAPLETS (GENERIC),,6,
TYLENOL SINUS ALLLERGY,,4,
TYMPANOPLASTY,69631,5541,
"TYMPANOSTOMY,CREATE EARDRUM OPENING LEFT",69436,2075,
"TYMPANOSTOMY,CREATE EARDRUM OPENING RIGH",69436,2075,
TYPHIM VI SYG 0.5ML,,178,
ULORIC TAB 40MG,,21,
ULTANE (SEVOFLURANE) ANESTHESIA,,300,
ULTRASOUND 15 MINUTES,97035GP,70,
ULTRASOUND 15 MINUTES,97035GP,70,
UNASYN {AMPICILLIN/SUBLACTAM} 1.5GM VIAL,J0295,55,
UNASYN 1.5GM {AMPICIL/SULBACT} ADV UD,J0295,65,
UNASYN 3 GM ADV (AMPICILLIN/SUBLACTAM),J0295,88,
UNIT CHEST DRAINAGE,,274,
UNLISTED PROCEDURE ABD,49999,1737,
URIC ACID - 24 HOUR URINE   ID 6938,84560,33,
URINE LEGIONELLA ANTIGEN   ID 6944,87278,162,
UROCIT-K 15mEq EXTEND-RELEA (K CITRATE),,6,
UROGESIC-BLUE CAPS  {URISYM},,4,
URSODIOL 300MG CAPS,,4,
URSODIOL TAB : 500MG,,6.5,
US ABD LIMITED GALLBLADDER,76705,416,
US BACK SOFT TISSUE,76705,416,
US CHEST,76604,304,
US GUIDED NEEDLE BIOPSY BREAST,19083,3465,
US GUIDED NEEDLE BIOPSY/LUNG-SUR COMP,32405,402,
US GUIDED NEEDLE BIOPSY/THYROID-SUR COMP,60100,184,
UTA CAPS,,6,
UTIRA-C TABLET,,6,
VACCINE ADMINISTRATION FEE,,20,
VAGINAL DEL (EIL OF PLACENTA) SEP PRODUC,59414,642,
VAGINAL DEL W/WO EPIS & OR FORCEPS,59409,1763,
VAGINAL DEL/AFTER PREV CEASEREAN DELIVER,59612,1976,
VAGINOSCOPY W/BIOPSY OF CERVIX,57455,249,
VAGINOSCOPY W/BIOPSY OF CERVIX&CURETTAGE,57454,290,
VAGINOSCOPY W/ENDOCERVIAL CURRETTAGE,57456,238,
VALACYCLOVIR (VALTREX) TAB 1GM,,20,
VALACYCLOVIR (VALTREX) TAB 500MG,,8,
VALPROIC ACID CAP 250MG,,6,
VALSARTAN (Diovan) 40MG TAB,,6,
VALSARTAN (Diovan) TAB 320MG,,6,
VALSARTAN {Diovan} TAB 80MG UD,,6,
VALSARTAN/HCTZ (Diovan HCT) 160MG/25MG,,10,
VALSARTAN/HCTZ (Diovan HCT) 320MG/12.5MG,,6,
VALSARTAN/HCTZ (DiovanHCT)160-12.5MG UD,,6,
VALSARTAN/HCTZ (DiovanHCT)80MG-12.5MG UD,,6,
VALVE BP HEIMLECH CHEST DRAIN,,39,
VALVE SALEM SUMP,,24,
VALVES DISP. BIOPSY (USE) BX00711135,,7,
VANCOMYCIN : 1GM VIAL,J3370,125,
VANCOMYCIN : 500 MG VIAL NOT IN OMNICELL,J3370,80,
VANCOMYCIN 1250 MG/ 250 ML,,15.6,
VANCOMYCIN 5 GRAM VIAL,,125,
VANCOMYCIN IV 1GM ADV UD,J3370,200,
VANCOMYCIN ORAL SOL PEDIATRIC 83MG/ML,,1,
VANCOMYCIN ORAL SOLN   125MG/5ML,,1,
VARIVAX VACCINE {CHICKEN POX},,150,
VASELINE GAUZE DRESSING 3X9,,3.25,
VASOACTIVE INTESTINE POLYPEPTIDE ID 6994,84586,561,
VASOLEX OINTMENT (XENADERM) 60GM CH/GM,,0.8,
VASOPRESSIN 10UN/0.5ML  0.5ML VIAL,,19,
VASOSTRICT :  20UN/ML  1ML VIAL,,375,
VATplus-ELECTRO-OCULOGRAPHY W/INT&REPT,9227059,221,
VATplus-ELECTRO-OCULOGRAPHY W/INT&REPT,922705976,221,
VATplus-POSITIONAL NYSTAGMUS MIN 4 POS,92542,111,
VATplus-POSITIONAL NYSTAGMUS MIN 4 POS,9254259,111,
VATplus-SINUSOIDAL VERTICAL AXIS ROTATIO,92546,221,
VATplus-SINUSOIDAL VERTICAL AXIS ROTATIO,9254659,221,
VATplus-USE VERTICAL ELECTRODES,92547,32,
VDRL (CSF)   ID 6926,86592,38,
VECURONIUM BROMIDE 10MG AMPS,,22.5,
VENA CAVA FILTER (BARD DENALI),C1880,3033,
VENA CAVA PLICATION,37620,2757,
VENELEX OINT 60GM CH/GM,,0.79,
"VENIPUNCTURE CUTDOWN,AGE <1YR",36420,313,
VENIPUNCTURE NECESSITATING PHY SKILL,36410,55,
"VENIPUNCTURE, CUTDOWN AGE >1YR",36425,313,
VENLAFAXINE *ER* {Effexor XR}  150MG,,6,
VENLAFAXINE *ER* {Effexor XR}  75MG UD,,6,
VENLAFAXINE *ER* {Effexor XR} 37.5MG UD,,8,
VENLAFAXINE *ER* {Effexor XR} TAB 225MG,,25,
VENLAFAXINE {Effexor} TAB  100MG UD,,6,
VENLAFAXINE {Effexor} TAB  25MG UD,,6,
