SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL Total (IP & OP) PPO ,BCBSAL CHS EE PPO,Aetna PPO ,UHC PPO,Cigna PPO,Humana PPO,VIVA PPO ,UHC MCR ,Humana MCR ,BCBSAL MCR,Aetna/Coventry MCR,VIVA Health MCR,Multiplan 
SURG,Hip arthro acetabuloplasty,29915,112426.453,1/15/22,33727.9359,39349.25855,6858.013633,62509.10787,10680.51304,8994.11624,62509.10787,16301.83569,16526.68859,8656.836881,19000.07056,8769.263334,8769.263334,8994.11624,9556.248505,7982.278163,6858.013633
SURG,Hip arthro w/labral repair,29916,52069.835,1/15/22,15620.9505,18224.44225,3176.259935,28950.82826,4946.634325,4165.5868,28950.82826,7550.126075,7654.265745,4009.377295,8799.802115,4061.44713,4061.44713,4165.5868,4425.935975,3696.958285,3176.259935
SURG,Arthroscopy of joint,29999,66920.60522,1/15/22,20076.18157,23422.21183,4082.156918,37207.8565,6357.457496,5353.648417,37207.8565,9703.487757,9837.328967,5152.886602,11309.58228,5219.807207,5219.807207,5353.648417,5688.251443,4751.36297,4082.156918
SURG,Removal of nose polyp(s),30115,66145.43,1/15/22,19843.629,23150.9005,4034.87123,36776.85908,6283.81585,5291.6344,36776.85908,9591.08735,9723.37821,5093.19811,11178.57767,5159.34354,5159.34354,5291.6344,5622.36155,4696.32553,4034.87123
SURG,Removal of intranasal lesion,30117,43742.79,1/15/22,13122.837,15309.9765,2668.31019,24320.99124,4155.56505,3499.4232,24320.99124,6342.70455,6430.19013,3368.19483,7392.53151,3411.93762,3411.93762,3499.4232,3718.13715,3105.73809,2668.31019
SURG,Excise inferior turbinate,30130,51906.61,1/15/22,15571.983,18167.3135,3166.30321,28860.07516,4931.12795,4152.5288,28860.07516,7526.45845,7630.27167,3996.80897,8772.21709,4048.71558,4048.71558,4152.5288,4412.06185,3685.36931,3166.30321
SURG,Resect inferior turbinate,30140,61367.65568,1/15/22,18410.2967,21478.67949,3743.426997,34120.41656,5829.92729,4909.412455,34120.41656,8898.310074,9021.045385,4725.309488,10371.13381,4786.677143,4786.677143,4909.412455,5216.250733,4357.103553,3743.426997
SURG,Remove nasal foreign body,30300,1843.53,1/15/22,553.059,645.2355,112.45533,1025.00268,175.13535,147.4824,1025.00268,267.31185,270.99891,141.95181,311.55657,143.79534,143.79534,147.4824,156.70005,130.89063,112.45533
SURG,Remove nasal foreign body,30310,27313.255,1/15/22,8193.9765,9559.63925,1666.108555,15186.16978,2594.759225,2185.0604,15186.16978,3960.421975,4015.048485,2103.120635,4615.940095,2130.43389,2130.43389,2185.0604,2321.626675,1939.241105,1666.108555
SURG,Reconstruction of nose,30400,29845.52,1/15/22,8953.656,10445.932,1820.57672,16594.10912,2835.3244,2387.6416,16594.10912,4327.6004,4387.29144,2298.10504,5043.89288,2327.95056,2327.95056,2387.6416,2536.8692,2119.03192,1820.57672
SURG,Reconstruction of nose,30420,35350.235,1/15/22,10605.0705,12372.58225,2156.364335,19654.73066,3358.272325,2828.0188,19654.73066,5125.784075,5196.484545,2721.968095,5974.189715,2757.31833,2757.31833,2828.0188,3004.769975,2509.866685,2156.364335
SURG,Repair nasal stenosis,30465,38490.81125,1/15/22,11547.24338,13471.78394,2347.939486,21400.89106,3656.627069,3079.2649,21400.89106,5581.167631,5658.149254,2963.792466,6504.947101,3002.283278,3002.283278,3079.2649,3271.718956,2732.847599,2347.939486
SURG,Rpr nsl vlv collapse w/implt,30468,66133.12333,1/15/22,19839.937,23146.59317,4034.120523,36770.01657,6282.646717,5290.649867,36770.01657,9589.302883,9721.56913,5092.250497,11176.49784,5158.38362,5158.38362,5290.649867,5621.315483,4695.451757,4034.120523
SURG,Repair of nasal septum,30520,58350.44677,1/15/22,17505.13403,20422.65637,3559.377253,32442.84841,5543.292444,4668.035742,32442.84841,8460.814782,8577.515676,4492.984402,9861.225505,4551.334848,4551.334848,4668.035742,4959.787976,4142.881721,3559.377253
SURG,Release of nasal adhesions,30560,78651.59,1/15/22,23595.477,27528.0565,4797.74699,43730.28404,7471.90105,6292.1272,43730.28404,11404.48055,11561.78373,6056.17243,13292.11871,6134.82402,6134.82402,6292.1272,6685.38515,5584.26289,4797.74699
SURG,Intranasal reconstruction,30620,51906.61,1/15/22,15571.983,18167.3135,3166.30321,28860.07516,4931.12795,4152.5288,28860.07516,7526.45845,7630.27167,3996.80897,8772.21709,4048.71558,4048.71558,4152.5288,4412.06185,3685.36931,3166.30321
SURG,Ablate inf turbinate submuc,30802,41048.985,1/15/22,12314.6955,14367.14475,2503.988085,22823.23566,3899.653575,3283.9188,22823.23566,5952.102825,6034.200795,3160.771845,6937.278465,3201.82083,3201.82083,3283.9188,3489.163725,2914.477935,2503.988085
SURG,Control of nosebleed,30901,13038.68867,1/15/22,3911.6066,4563.541033,795.3600087,7249.510899,1238.675423,1043.095093,7249.510899,1890.609857,1916.687234,1003.979027,2203.538385,1017.017716,1017.017716,1043.095093,1108.288537,925.7468953,795.3600087
SURG,Control of nosebleed,30905,2577.37,1/15/22,773.211,902.0795,157.21957,1433.01772,244.85015,206.1896,1433.01772,373.71865,378.87339,198.45749,435.57553,201.03486,201.03486,206.1896,219.07645,182.99327,157.21957
SURG,Ther fx nasal inf turbinate,30930,60613.18333,1/15/22,18183.955,21214.61417,3697.404183,33700.92993,5758.252417,4849.054667,33700.92993,8788.911583,8910.13795,4667.215117,10243.62798,4727.8283,4727.8283,4849.054667,5152.120583,4303.536017,3697.404183
SURG,Exploration maxillary sinus,31030,52001.72,1/15/22,15600.516,18200.602,3172.10492,28912.95632,4940.1634,4160.1376,28912.95632,7540.2494,7644.25284,4004.13244,8788.29068,4056.13416,4056.13416,4160.1376,4420.1462,3692.12212,3172.10492
SURG,Nasal endoscopy dx,31231,49536.405,1/15/22,14860.9215,17337.74175,3021.720705,27542.24118,4705.958475,3962.9124,27542.24118,7182.778725,7281.851535,3814.303185,8371.652445,3863.83959,3863.83959,3962.9124,4210.594425,3517.084755,3021.720705
SURG,Nsl/sins ndsc dx max sinusc,31233,85373.74,1/15/22,25612.122,29880.809,5207.79814,47467.79944,8110.5053,6829.8992,47467.79944,12379.1923,12549.93978,6573.77798,14428.16206,6659.15172,6659.15172,6829.8992,7256.7679,6061.53554,5207.79814
SURG,Nasal/sinus endoscopy surg,31237,72561.632,1/15/22,21768.4896,25396.5712,4426.259552,40344.26739,6893.35504,5804.93056,40344.26739,10521.43664,10666.5599,5587.245664,12262.91581,5659.807296,5659.807296,5804.93056,6167.73872,5151.875872,4426.259552
SURG,Nasal/sinus endoscopy surg,31238,23950.38143,1/15/22,7185.114429,8382.6335,1460.973267,13316.41207,2275.286236,1916.030514,13316.41207,3472.805307,3520.70607,1844.17937,4047.614461,1868.129751,1868.129751,1916.030514,2035.782421,1700.477081,1460.973267
SURG,Nasal/sinus endoscopy surg,31240,73894.52529,1/15/22,22168.35759,25863.08385,4507.566043,41085.35606,7019.979903,5911.562024,41085.35606,10714.70617,10862.49522,5689.878448,12488.17477,5763.772973,5763.772973,5911.562024,6281.03465,5246.511296,4507.566043
SURG,Nsl/sins ndsc total,31253,124395.8389,1/15/22,37318.75167,43538.54361,7588.146172,69164.08642,11817.60469,9951.667111,69164.08642,18037.39664,18286.18832,9578.479594,21022.89677,9702.875433,9702.875433,9951.667111,10573.64631,8832.104561,7588.146172
SURG,Nsl/sins ndsc w/prtl ethmdct,31254,77314.52727,1/15/22,23194.35818,27060.08455,4716.186164,42986.87716,7344.880091,6185.162182,42986.87716,11210.60645,11365.23551,5953.2186,13066.15511,6030.533127,6030.533127,6185.162182,6571.734818,5489.331436,4716.186164
SURG,Nsl/sins ndsc w/tot ethmdct,31255,76591.16786,1/15/22,22977.35036,26806.90875,4672.061239,42584.68933,7276.160946,6127.293429,42584.68933,11105.71934,11258.90168,5897.519925,12943.90737,5974.111093,5974.111093,6127.293429,6510.249268,5437.972918,4672.061239
SURG,Exploration maxillary sinus,31256,90206.00167,1/15/22,27061.8005,31572.10058,5502.566102,50154.53693,8569.570158,7216.480133,50154.53693,13079.87024,13260.28225,6945.862128,15244.81428,7036.06813,7036.06813,7216.480133,7667.510142,6404.626118,5502.566102
SURG,Nsl/sins ndsc tot w/sphendt,31257,122133.8675,1/15/22,36640.16025,42746.85363,7450.165918,67906.43033,11602.71741,9770.7094,67906.43033,17709.41079,17953.67852,9404.307798,20640.62361,9526.441665,9526.441665,9770.7094,10381.37874,8671.504593,7450.165918
SURG,Nsl/sins ndsc sphn tiss rmvl,31259,133078.0909,1/15/22,39923.42727,46577.33182,8117.763545,73991.41855,12642.41864,10646.24727,73991.41855,19296.32318,19562.47936,10247.013,22490.19736,10380.09109,10380.09109,10646.24727,11311.63773,9448.544455,8117.763545
SURG,Endoscopy maxillary sinus,31267,95832.38853,1/15/22,28749.71656,33541.33599,5845.7757,53282.80802,9104.07691,7666.591082,53282.80802,13895.69634,14087.36111,7379.093917,16195.67366,7474.926305,7474.926305,7666.591082,8145.753025,6804.099586,5845.7757
SURG,Nsl/sins ndsc frnt tiss rmvl,31276,111516.8382,1/15/22,33455.05145,39030.89336,6802.527129,62003.36203,10594.09963,8921.347055,62003.36203,16169.94154,16392.97521,8586.79654,18846.34565,8698.313378,8698.313378,8921.347055,9478.931245,7917.695511,6802.527129
SURG,Nasal/sinus endoscopy surg,31287,90226.48571,1/15/22,27067.94571,31579.27,5503.815629,50165.92606,8571.516143,7218.118857,50165.92606,13082.84043,13263.2934,6947.4394,15248.27609,7037.665886,7037.665886,7218.118857,7669.251286,6406.080486,5503.815629
SURG,Nasal/sinus endoscopy surg,31288,71910.614,1/15/22,21573.1842,25168.7149,4386.547454,39982.30138,6831.50833,5752.84912,39982.30138,10427.03903,10570.86026,5537.117278,12152.89377,5609.027892,5609.027892,5752.84912,6112.40219,5105.653594,4386.547454
SURG,Nsl/sins ndsc surg frnt sins,31296,77710.39,1/15/22,23313.117,27198.6365,4740.33379,43206.97684,7382.48705,6216.8312,43206.97684,11268.00655,11423.42733,5983.70003,13133.05591,6061.41042,6061.41042,6216.8312,6605.38315,5517.43769,4740.33379
SURG,Sinus surgery procedure,31299,89240.525,1/15/22,26772.1575,31234.18375,5443.672025,49617.7319,8477.849875,7139.242,49617.7319,12939.87613,13118.35718,6871.520425,15081.64873,6960.76095,6960.76095,7139.242,7585.444625,6336.077275,5443.672025
SURG,Removal of larynx lesion,31300,14302.01,1/15/22,4290.603,5005.7035,872.42261,7951.91756,1358.69095,1144.1608,7951.91756,2073.79145,2102.39547,1101.25477,2417.03969,1115.55678,1115.55678,1144.1608,1215.67085,1015.44271,872.42261
SURG,Insert emergency airway,31500,33699.27962,1/15/22,10109.78388,11794.74787,2055.656057,18736.79947,3201.431563,2695.942369,18736.79947,4886.395544,4953.794103,2594.84453,5695.178255,2628.54381,2628.54381,2695.942369,2864.438767,2392.648853,2055.656057
SURG,Change of windpipe airway,31502,8080.386667,1/15/22,2424.116,2828.135333,492.9035867,4492.694987,767.6367333,646.4309333,4492.694987,1171.656067,1187.81684,622.1897733,1365.585347,630.27016,630.27016,646.4309333,686.8328667,573.7074533,492.9035867
SURG,Dx laryngoscopy excl nb,31525,23491.38,1/15/22,7047.414,8221.983,1432.97418,13061.20728,2231.6811,1879.3104,13061.20728,3406.2501,3453.23286,1808.83626,3970.04322,1832.32764,1832.32764,1879.3104,1996.7673,1667.88798,1432.97418
SURG,Dx laryngoscopy w/oper scope,31526,15669.9,1/15/22,4700.97,5484.465,955.8639,8712.4644,1488.6405,1253.592,8712.4644,2272.1355,2303.4753,1206.5823,2648.2131,1222.2522,1222.2522,1253.592,1331.9415,1112.5629,955.8639
SURG,Laryngoscopy w/fb removal,31530,12293.65,1/15/22,3688.095,4302.7775,749.91265,6835.2694,1167.89675,983.492,6835.2694,1782.57925,1807.16655,946.61105,2077.62685,958.9047,958.9047,983.492,1044.96025,872.84915,749.91265
SURG,Laryngoscopy w/biopsy,31535,17232.39375,1/15/22,5169.718125,6031.337813,1051.176019,9581.210925,1637.077406,1378.5915,9581.210925,2498.697094,2533.161881,1326.894319,2912.274544,1344.126713,1344.126713,1378.5915,1464.753469,1223.499956,1051.176019
SURG,Laryngoscopy w/bx & op scope,31536,25527.13875,1/15/22,7658.141625,8934.498563,1557.155464,14193.08915,2425.078181,2042.1711,14193.08915,3701.435119,3752.489396,1965.589684,4314.086449,1991.116823,1991.116823,2042.1711,2169.806794,1812.426851,1557.155464
SURG,Larynscop w/tumr exc + scope,31541,16314.24333,1/15/22,4894.273,5709.985167,995.1688433,9070.719293,1549.853117,1305.139467,9070.719293,2365.565283,2398.19377,1256.196737,2757.107123,1272.51098,1272.51098,1305.139467,1386.710683,1158.311277,995.1688433
SURG,Largsc w/removal lesion,31578,17520.36,1/15/22,5256.108,6132.126,1068.74196,9741.32016,1664.4342,1401.6288,9741.32016,2540.4522,2575.49292,1349.06772,2960.94084,1366.58808,1366.58808,1401.6288,1489.2306,1243.94556,1068.74196
SURG,Laryngoscopy telescopic,31579,3282.1,1/15/22,984.63,1148.735,200.2081,1824.8476,311.7995,262.568,1824.8476,475.9045,482.4687,252.7217,554.6749,256.0038,256.0038,262.568,278.9785,233.0291,200.2081
SURG,Dx bronchoscope/wash,31622,6400.01,1/15/22,1920.003,2240.0035,390.40061,3558.40556,608.00095,512.0008,3558.40556,928.00145,940.80147,492.80077,1081.60169,499.20078,499.20078,512.0008,544.00085,454.40071,390.40061
SURG,Dx bronchoscope/brush,31623,6567.29,1/15/22,1970.187,2298.5515,400.60469,3651.41324,623.89255,525.3832,3651.41324,952.25705,965.39163,505.68133,1109.87201,512.24862,512.24862,525.3832,558.21965,466.27759,400.60469
SURG,Dx bronchoscope/lavage,31624,24771.25813,1/15/22,7431.377438,8669.940344,1511.046746,13772.81952,2353.269522,1981.70065,13772.81952,3591.832428,3641.374944,1907.386876,4186.342623,1932.158134,1932.158134,1981.70065,2105.556941,1758.759327,1511.046746
SURG,Bronchoscopy w/biopsy(s),31625,19359.175,1/15/22,5807.7525,6775.71125,1180.909675,10763.7013,1839.121625,1548.734,10763.7013,2807.080375,2845.798725,1490.656475,3271.700575,1510.01565,1510.01565,1548.734,1645.529875,1374.501425,1180.909675
SURG,Navigational bronchoscopy,31627,30587.092,1/15/22,9176.1276,10705.4822,1865.812612,17006.42315,2905.77374,2446.96736,17006.42315,4435.12834,4496.302524,2355.206084,5169.218548,2385.793176,2385.793176,2446.96736,2599.90282,2171.683532,1865.812612
SURG,Bronchoscopy/lung bx each,31628,23842.98286,1/15/22,7152.894857,8345.044,1454.421954,13256.69847,2265.083371,1907.438629,13256.69847,3457.232514,3504.91848,1835.90968,4029.464103,1859.752663,1859.752663,1907.438629,2026.653543,1692.851783,1454.421954
SURG,Bronchoscopy/needle bx each,31629,6884.94,1/15/22,2065.482,2409.729,419.98134,3828.02664,654.0693,550.7952,3828.02664,998.3163,1012.08618,530.14038,1163.55486,537.02532,537.02532,550.7952,585.2199,488.83074,419.98134
SURG,Bronchoscopy dilate/fx repr,31630,17615.43,1/15/22,5284.629,6165.4005,1074.54123,9794.17908,1673.46585,1409.2344,9794.17908,2554.23735,2589.46821,1356.38811,2977.00767,1374.00354,1374.00354,1409.2344,1497.31155,1250.69553,1074.54123
SURG,Bronchoscopy w/fb removal,31635,24229.74,1/15/22,7268.922,8480.409,1478.01414,13471.73544,2301.8253,1938.3792,13471.73544,3513.3123,3561.77178,1865.68998,4094.82606,1889.91972,1889.91972,1938.3792,2059.5279,1720.31154,1478.01414
SURG,Brnchsc w/ther aspir 1st,31645,9992.376667,1/15/22,2997.713,3497.331833,609.5349767,5555.761427,949.2757833,799.3901333,5555.761427,1448.894617,1468.87937,769.4130033,1688.711657,779.40538,779.40538,799.3901333,849.3520167,709.4587433,609.5349767
SURG,Bronch ebus ivntj perph les,31654,30339.64,1/15/22,9101.892,10618.874,1850.71804,16868.83984,2882.2658,2427.1712,16868.83984,4399.2478,4459.92708,2336.15228,5127.39916,2366.49192,2366.49192,2427.1712,2578.8694,2154.11444,1850.71804
SURG,Needle biopsy chest lining,32400,13151.525,1/15/22,3945.4575,4603.03375,802.243025,7312.2479,1249.394875,1052.122,7312.2479,1906.971125,1933.274175,1012.667425,2222.607725,1025.81895,1025.81895,1052.122,1117.879625,933.758275,802.243025
SURG,PERCUT BX LUNG/MEDIASTINUM,32405,14396.0592,1/15/22,4318.81776,5038.62072,878.1596112,8004.208915,1367.625624,1151.684736,8004.208915,2087.428584,2116.220702,1108.496558,2432.934005,1122.892618,1122.892618,1151.684736,1223.665032,1022.120203,878.1596112
SURG,Core ndl bx lng/med perq,32408,13706.83684,1/15/22,4112.051053,4797.392895,836.1170474,7621.001284,1302.1495,1096.546947,7621.001284,1987.491342,2014.905016,1055.426437,2316.455426,1069.133274,1069.133274,1096.546947,1165.081132,973.1854158,836.1170474
SURG,Insert pleural cath,32550,47159.888,1/15/22,14147.9664,16505.9608,2876.753168,26220.89773,4480.18936,3772.79104,26220.89773,6838.18376,6932.503536,3631.311376,7970.021072,3678.471264,3678.471264,3772.79104,4008.59048,3348.352048,2876.753168
SURG,Insertion of chest tube,32551,34896.43,1/15/22,10468.929,12213.7505,2128.68223,19402.41508,3315.16085,2791.7144,19402.41508,5059.98235,5129.77521,2687.02511,5897.49667,2721.92154,2721.92154,2791.7144,2966.19655,2477.64653,2128.68223
SURG,Remove lung catheter,32552,5678.26,1/15/22,1703.478,1987.391,346.37386,3157.11256,539.4347,454.2608,3157.11256,823.3477,834.70422,437.22602,959.62594,442.90428,442.90428,454.2608,482.6521,403.15646,346.37386
SURG,Insert cath pleura w/ image,32557,42070.955,1/15/22,12621.2865,14724.83425,2566.328255,23391.45098,3996.740725,3365.6764,23391.45098,6100.288475,6184.430385,3239.463535,7109.991395,3281.53449,3281.53449,3365.6764,3576.031175,2987.037805,2566.328255
SURG,Insert heart pm atrial,33206,139300.56,1/15/22,41790.168,48755.196,8497.33416,77451.11136,13233.5532,11144.0448,77451.11136,20198.5812,20477.18232,10726.14312,23541.79464,10865.44368,10865.44368,11144.0448,11840.5476,9890.33976,8497.33416
SURG,Insert heart pm ventricular,33207,179004.065,1/15/22,53701.2195,62651.42275,10919.24797,99526.26014,17005.38618,14320.3252,99526.26014,25955.58943,26313.59756,13783.31301,30251.68699,13962.31707,13962.31707,14320.3252,15215.34553,12709.28862,10919.24797
SURG,Insrt heart pm atrial & vent,33208,147874.9815,1/15/22,44362.49445,51756.24353,9020.373872,82218.48972,14048.12324,11829.99852,82218.48972,21441.87232,21737.62228,11386.37358,24990.87188,11534.24856,11534.24856,11829.99852,12569.37343,10499.12369,9020.373872
SURG,Insert electrd/pm cath sngl,33210,207990.65,1/15/22,62397.195,72796.7275,12687.42965,115642.8014,19759.11175,16639.252,115642.8014,30158.64425,30574.62555,16015.28005,35150.41985,16223.2707,16223.2707,16639.252,17679.20525,14767.33615,12687.42965
SURG,L ventric pacing lead add-on,33225,360813.1433,1/15/22,108243.943,126284.6002,22009.60174,200612.1077,34277.24862,28865.05147,200612.1077,52317.90578,53039.53207,27782.61204,60977.42122,28143.42518,28143.42518,28865.05147,30669.11718,25617.73318,22009.60174
SURG,Remove&replace pm gen singl,33227,177599.3933,1/15/22,53279.818,62159.78767,10833.56299,98745.26269,16871.94237,14207.95147,98745.26269,25751.91203,26107.11082,13675.15329,30014.29747,13852.75268,13852.75268,14207.95147,15095.94843,12609.55693,10833.56299
SURG,Remv&replc pm gen dual lead,33228,132776.875,1/15/22,39833.0625,46471.90625,8099.389375,73823.9425,12613.80313,10622.15,73823.9425,19252.64688,19518.20063,10223.81938,22439.29188,10356.59625,10356.59625,10622.15,11286.03438,9427.158125,8099.389375
SURG,Remv&replc pm gen mult leads,33229,303909.42,1/15/22,91172.826,106368.297,18538.47462,168973.6375,28871.3949,24312.7536,168973.6375,44066.8659,44674.68474,23401.02534,51360.69198,23704.93476,23704.93476,24312.7536,25832.3007,21577.56882,18538.47462
SURG,Removal of pm generator,33233,180988.875,1/15/22,54296.6625,63346.10625,11040.32138,100629.8145,17193.94313,14479.11,100629.8145,26243.38688,26605.36463,13936.14338,30587.11988,14117.13225,14117.13225,14479.11,15384.05438,12850.21013,11040.32138
SURG,Removal pacemaker electrode,33235,138125.06,1/15/22,41437.518,48343.771,8425.62866,76797.53336,13121.8807,11050.0048,76797.53336,20028.1337,20304.38382,10635.62962,23343.13514,10773.75468,10773.75468,11050.0048,11740.6301,9806.87926,8425.62866
SURG,Remove pulse generator,33241,112633.63,1/15/22,33790.089,39421.7705,6870.65143,62624.29828,10700.19485,9010.6904,62624.29828,16331.87635,16557.14361,8672.78951,19035.08347,8785.42314,8785.42314,9010.6904,9573.85855,7996.98773,6870.65143
